ticker,week_end,entry,base_hi,base_lo,stop_pct,base_range_pct,sma30,sma44,ext_vs_30w_pct,ext_vs_44w_pct,mansfield,vol_x,year,is_member,adv20,liquid,band
ULTRACEMCO,2019-04-26,4459.89892578125,4145.525134313067,3154.3243179875253,29.27,31.42,3738.4612060546874,3819.6063232421875,19.3,16.76,9.72,3.98,2019,True,2830317791.8103395,True,15-20%
UNITDSPR,2023-07-21,1017.41455078125,930.1209870399035,715.3383108175485,29.69,30.03,807.1753316243489,823.8467254638672,26.05,23.5,13.34,3.61,2023,True,1281643152.585092,True,20-25%
VGUARD,2019-05-31,235.5277862548828,230.13847175011267,178.09028456067972,24.39,29.23,205.35569559733074,200.38907623291016,14.69,17.54,9.46,5.66,2019,True,246815023.1800316,True,15-20%
VGUARD,2023-06-30,279.3962707519531,269.50613129534753,226.53351428379523,18.92,18.97,251.38741912841797,249.84950395063922,11.14,11.83,4.97,6.0,2023,True,114369707.58370285,True,10-15%
VIJAYA,2026-05-01,1129.5999755859375,1112.4000244140625,848.0,24.93,31.18,993.3716654459636,1008.6855205189098,13.71,11.99,17.65,2.11,2026,True,178843543.09151,True,10-15%
VOLTAS,2023-12-22,935.972900390625,903.2790784421668,735.8587663328886,21.38,22.75,817.1729329427084,819.5763522061435,14.54,14.2,1.02,4.28,2023,True,1974813805.919632,True,10-15%
VSTIND,2023-08-04,304.0029296875,302.5938351374872,237.6647960327975,21.82,27.32,269.5927505493164,273.66794828935105,12.76,11.08,3.44,2.95,2023,False,28997136.759362794,False,10-15%
WHIRLPOOL,2019-09-20,1776.692626953125,1640.2884232134154,1297.892001739134,26.95,26.38,1488.849239095052,1452.071083762429,19.33,22.36,21.4,2.9,2019,True,146712293.59364623,True,20-25%
WHIRLPOOL,2023-10-13,1703.8707275390625,1692.2939854973677,1279.4276313761734,24.91,32.27,1462.964823404948,1434.7769664417613,16.47,18.76,10.13,2.57,2023,True,205394614.5870239,True,15-20%
WIPRO,2023-12-22,216.38272094726562,210.23243605865005,175.41194505097747,18.93,19.85,190.18435312906902,186.1664678400213,13.78,16.23,2.46,2.44,2023,True,3498358141.370369,True,15-20%
YESBANK,2022-04-08,15.649999618530273,14.949999809265137,12.100000381469727,22.68,23.55,13.32833325068156,13.097727190364491,17.42,19.49,11.04,3.83,2022,True,2862471746.620897,True,15-20%
YESBANK,2023-11-17,20.799999237060547,19.100000381469727,15.5,25.48,23.23,17.001666577657065,16.784090887416493,22.34,23.93,14.12,2.42,2023,True,4510654234.2046995,True,20-25%
ZENTEC,2023-02-17,234.9714813232422,225.53665878252676,174.75690995223914,25.63,29.06,197.12718404134114,190.91372403231534,19.2,23.08,17.5,7.98,2023,False,215397110.76516265,True,20-25%
ZFCVINDIA,2020-01-31,1125.1455078125,1114.1035500342327,976.9139706213978,13.17,14.04,1033.4291931152343,1031.4682755903764,8.87,9.08,5.49,3.1,2020,True,47247031.71774902,False,5-10%
ZYDUSWELL,2019-08-02,283.9566345214844,276.38403424445164,233.9246143776505,17.62,18.15,257.9209650675456,254.10258865356445,10.09,11.75,10.39,4.01,2019,True,23584098.983917236,False,10-15%
