tkr,sig_date,entry_date,entry,stop0,risk_pct,entry_to_stop_pct,half_date,half_px,exit_date,exit_px,reason,held,R,net_pnl,stt_paid
PHOENIXLTD,2024-11-25,2024-11-26,1672.37,1402.64,2.0,19.23,,,2025-01-03,1607.42,ma_breach,27,-0.241,-7075.05,327.52
APOLLOTYRE,2024-12-09,2024-12-10,536.73,497.03,2.0,7.99,,,2025-01-06,497.03,stop,18,-1.0,-29184.3,725.88
ALIVUS,2025-01-06,2025-01-07,1049.42,953.91,2.0,10.01,,,2025-01-13,1000.58,ma_breach,4,-0.511,-15878.9,581.12
PTCIL,2024-12-23,2024-12-26,12396.3,11240.85,2.0,10.28,2025-01-06,14707.20439453125,2025-01-22,14850.15,trail,19,2.062,52541.62,624.25
UNOMINDA,2024-11-18,2024-11-19,1038.24,911.0,2.0,13.97,,,2025-01-23,964.52,ma_breach,45,-0.579,-16206.34,419.78
MAZDOCK,2025-01-20,2025-01-22,2337.8,1988.36,2.0,17.57,,,2025-01-29,2325.88,ma_breach,5,-0.034,-1615.22,370.95
BIOCON,2024-12-30,2024-12-31,365.26,328.23,2.0,11.28,,,2025-01-31,346.64,ma_breach,23,-0.503,-14456.11,516.98
REDINGTON,2025-01-13,2025-01-14,206.02,189.81,2.0,8.54,,,2025-02-04,200.83,ma_breach,16,-0.32,-9816.07,674.95
ASAHIINDIA,2025-02-01,2025-02-03,683.38,603.36,2.0,13.26,,,2025-02-07,668.41,ma_breach,4,-0.187,-6497.0,445.91
BLUESTARCO,2025-02-01,2025-02-04,2107.58,1701.17,2.0,23.89,,,2025-02-13,1968.54,ma_breach,7,-0.342,-9414.27,262.17
MINDACORP,2025-01-06,2025-01-07,524.76,479.65,2.0,9.4,,,2025-02-14,534.38,ma_breach,29,0.213,3544.31,635.62
DOMS,2025-02-10,2025-02-11,2844.55,2454.61,2.0,15.89,,,2025-02-14,2454.61,stop,3,-1.0,-27277.05,353.86
ASTRAZEN,2025-01-27,2025-01-29,7158.48,6590.35,2.0,8.62,,,2025-02-20,6907.39,ma_breach,17,-0.442,-13756.58,644.3
TARIL,2025-02-24,2025-02-25,454.46,363.09,2.0,25.17,,,2025-03-03,363.09,stop,3,-1.0,-24986.52,216.77
AMBER,2025-02-24,2025-02-25,6119.95,5229.77,2.0,17.02,,,2025-03-04,5535.05,ma_breach,4,-0.657,-16489.99,317.21
ABBOTINDIA,2025-02-24,2025-02-25,29414.28,27144.3,2.0,8.36,,,2025-04-07,27144.3,stop,26,-1.0,-25314.41,603.66
BLUESTARCO,2025-03-03,2025-03-04,1990.44,1840.91,2.0,8.12,,,2025-04-07,1840.91,stop,22,-1.0,-24782.17,606.98
RAINBOW,2025-04-07,2025-04-08,1467.68,1352.3,2.0,8.53,,,2025-04-29,1352.3,stop,12,-1.0,-24601.92,553.92
BAJAJFINSV,2025-02-17,2025-02-18,1889.47,1723.21,2.0,9.65,,,2025-06-06,1965.36,ma_breach,71,0.457,10276.8,574.47
AAVAS,2025-06-09,2025-06-10,1937.9,1782.32,2.0,8.73,,,2025-06-16,1850.9,ma_breach,4,-0.559,-15643.82,591.17
GODFRYPHLP,2025-02-17,2025-02-18,2255.46,1592.58,2.0,41.62,,,2025-06-20,2647.32,ma_breach,81,0.591,14316.49,183.25
ASAHIINDIA,2025-04-28,2025-04-29,740.64,657.03,2.0,12.73,,,2025-06-25,689.96,ma_breach,40,-0.606,-15798.74,405.87
PNBHOUSING,2025-04-07,2025-04-08,960.11,849.72,2.0,12.99,,,2025-07-28,1004.88,ma_breach,75,0.406,8465.38,403.41
360ONE,2025-06-16,2025-06-17,1159.34,986.23,2.0,17.55,,,2025-07-28,1060.42,ma_breach,29,-0.571,-14055.66,303.16
AAVAS,2025-06-30,2025-07-01,2093.1,1797.2,2.0,16.46,,,2025-07-29,1805.5,ma_breach,20,-0.972,-24143.92,312.46
BAJFINANCE,2025-02-01,2025-02-04,832.22,716.42,2.0,16.16,,,2025-07-30,885.51,ma_breach,119,0.46,11331.54,387.76
CHOLAHLDNG,2025-04-15,2025-04-16,1811.75,1355.06,2.0,33.7,,,2025-07-30,1911.18,ma_breach,73,0.218,4846.25,194.57
GRAPHITE,2025-06-23,2025-06-24,550.05,502.49,2.0,9.46,,,2025-08-06,536.8,ma_breach,31,-0.279,-7403.6,529.22
KAYNES,2025-08-04,2025-08-05,6488.0,5399.6,2.0,20.16,,,2025-08-13,5834.5,ma_breach,6,-0.6,-13487.12,245.97
TARIL,2025-08-04,2025-08-06,543.8,475.52,2.0,14.36,,,2025-08-25,499.0,ma_breach,12,-0.656,-14743.23,329.37
MARICO,2025-08-04,2025-08-05,730.05,682.71,2.0,6.93,,,2025-09-25,710.4,ma_breach,35,-0.415,-10207.71,661.05
CAPLIPOINT,2025-08-11,2025-08-13,2152.84,1877.87,2.0,14.64,,,2025-10-01,1969.9,ma_breach,33,-0.665,-15089.96,315.2
ABSLAMC,2025-10-06,2025-10-07,821.95,770.28,2.0,6.71,,,2025-10-13,821.4,ma_breach,4,-0.011,-2710.49,706.84
LTFOODS,2025-10-20,2025-10-23,431.89,389.66,2.0,10.84,,,2025-10-29,416.88,ma_breach,4,-0.355,-9732.64,459.43
EICHERMOT,2025-08-04,2025-08-05,5670.0,5279.19,2.0,7.4,2025-09-04,6451.6116101269035,2025-11-07,6886.0,time,63,2.556,54290.3,685.93
BAJFINANCE,2025-09-08,2025-09-09,942.21,871.61,2.0,8.1,2025-10-23,1083.3958339375033,2025-11-11,1005.45,trail,42,1.448,31123.02,626.83
GPIL,2025-08-25,2025-08-26,242.8,196.9,2.0,23.31,,,2025-11-24,241.05,ma_breach,60,-0.038,-1227.77,226.66
CHENNPETRO,2025-10-27,2025-10-29,824.47,710.45,2.0,16.05,2025-11-17,1052.495770436075,2025-11-26,938.95,trail,19,1.502,33518.43,363.2
BHARTIHEXA,2025-10-13,2025-10-14,1789.9,1635.26,2.0,9.46,,,2025-12-02,1735.0,ma_breach,33,-0.355,-9703.78,508.72
DATAPATTNS,2025-11-17,2025-11-18,3120.0,2607.69,2.0,19.65,,,2025-12-08,2607.69,stop,14,-1.0,-24866.23,272.52
BSE,2025-10-13,2025-10-14,2501.0,2099.9,2.0,19.1,,,2025-12-18,2638.0,ma_breach,45,0.342,7108.04,285.94
CHOLAHLDNG,2025-12-01,2025-12-02,1891.0,1785.71,2.0,5.9,,,2025-12-18,1817.0,ma_breach,12,-0.703,-19439.95,828.75
SARDAEN,2025-12-15,2025-12-16,520.0,455.74,2.0,14.1,,,2025-12-22,516.9,ma_breach,4,-0.048,-2374.08,365.83
ASIANPAINT,2025-11-10,2025-11-11,2623.51,2452.09,2.0,6.99,,,2026-01-02,2732.1,ma_breach,37,0.633,13525.67,732.08
BHARTIHEXA,2025-12-22,2025-12-23,1809.7,1681.62,2.0,7.62,,,2026-01-13,1700.0,ma_breach,14,-0.856,-21222.81,610.62
AADHARHFC,2026-01-05,2026-01-06,509.25,472.28,2.0,7.83,,,2026-01-13,480.0,ma_breach,5,-0.791,-19825.09,599.53
ALKEM,2026-01-12,2026-01-13,5859.76,5481.78,2.0,6.9,,,2026-02-02,5481.78,stop,12,-1.0,-23490.8,637.86
DALBHARAT,2026-01-19,2026-01-20,2188.59,2012.78,2.0,8.73,,,2026-02-02,1994.16,ma_breach,8,-1.106,-24100.23,499.14
360ONE,2026-02-02,2026-02-03,1151.22,1092.86,2.0,5.34,,,2026-02-10,1131.43,ma_breach,5,-0.339,-8512.22,813.19
GUJGASLTD,2026-01-05,2026-01-06,441.15,385.76,2.0,14.36,,,2026-02-23,405.15,ma_breach,32,-0.65,-15762.51,342.38
APLAPOLLO,2025-12-22,2025-12-23,1863.3,1718.28,2.0,8.44,2026-02-03,2153.340146484375,2026-03-09,2099.09,trail,51,1.813,39296.27,613.03
3MINDIA,2026-02-02,2026-02-03,35600.0,32717.25,2.0,8.81,,,2026-03-09,34005.0,ma_breach,23,-0.553,-13260.65,502.01
ALKEM,2026-03-09,2026-03-10,5619.5,5409.59,2.0,3.88,,,2026-03-12,5409.59,stop,2,-1.0,-22462.63,1078.23
ELGIEQUIP,2026-02-23,2026-02-24,547.0,461.44,2.0,18.54,,,2026-03-16,461.44,stop,13,-1.0,-22301.7,252.44
AIAENG,2026-03-16,2026-03-17,3820.0,3541.45,2.0,7.87,,,2026-03-20,3541.45,stop,3,-1.0,-22174.02,536.4
ABSLAMC,2026-02-09,2026-02-10,828.35,748.25,2.0,10.7,2026-03-10,988.5479267578125,2026-03-23,890.22,trail,28,1.386,27706.11,467.13
ADANIENSOL,2026-02-09,2026-02-10,1033.9,841.96,2.0,22.8,,,2026-04-02,940.0,ma_breach,34,-0.489,-10746.68,217.67
SYRMA,2026-03-23,2026-03-24,796.85,708.29,2.0,12.5,,,2026-04-06,798.0,ma_breach,6,0.013,-371.54,344.36
POWERINDIA,2026-02-09,2026-02-10,22551.0,18254.73,2.0,23.54,2026-04-23,31143.546000000002,2026-05-15,32535.0,time,63,2.162,45278.48,267.97
GALLANTT,2026-04-13,2026-04-16,811.05,549.45,2.0,47.61,,,2026-05-21,678.0,ma_breach,25,-0.509,-10939.49,120.01
LINDEINDIA,2026-03-16,2026-03-17,7248.0,6543.95,2.0,10.76,,,2026-05-27,7239.0,ma_breach,47,-0.013,-1721.18,417.64
ZYDUSWELL,2026-04-06,2026-04-07,502.0,419.88,2.0,19.56,,,2026-05-28,481.45,ma_breach,36,-0.25,-5362.77,236.29
ADANIPOWER,2026-03-16,2026-03-17,156.0,134.73,2.0,15.79,2026-04-17,198.5497187805176,2026-06-10,220.09,trail,57,2.506,50241.35,348.52
IPCALAB,2026-06-08,2026-06-09,1650.6,1468.53,2.0,12.4,,,2026-06-19,1551.0,ma_breach,8,-0.547,-13455.78,408.87
APARINDS,2026-03-23,2026-03-24,9925.0,8847.14,2.0,12.18,2026-04-21,12080.712,2026-06-25,16022.0,time,63,3.828,72438.63,425.36
ACMESOLAR,2026-03-30,2026-04-02,274.0,234.57,2.0,16.81,2026-06-05,352.8695939025879,2026-06-29,379.25,eos,60,2.334,44892.1,316.07
ABDL,2026-04-20,2026-04-21,571.06,484.91,2.0,17.76,,,2026-06-29,659.5,eos,48,1.027,21315.88,311.76
HSCL,2026-04-27,2026-04-29,604.18,481.51,2.0,25.48,,,2026-06-29,675.5,eos,43,0.581,12473.62,231.28
MINDACORP,2026-05-25,2026-05-26,590.0,506.89,2.0,16.4,,,2026-06-29,672.4,eos,23,0.991,20592.41,333.36
ELGIEQUIP,2026-05-25,2026-05-27,574.95,507.49,2.0,13.29,,,2026-06-29,608.3,eos,22,0.494,9596.02,388.74
AEGISLOG,2026-06-15,2026-06-16,982.05,749.45,2.0,31.04,,,2026-06-29,1174.1,eos,9,0.826,19406.69,222.37
