tkr,sig_date,entry_date,entry,trig,gap_pct,stop0,stop_pct,sh,notional_pct,risk_pct,adv_cr,rank,half_date,half_px,exit_date,exit_px,reason,held,R,final_stop,half_done,engine,slope66_pct,dist_to_44sma_pct,atr_pct,regime_ok,days_to_fill,mae_pct,mfe_pct,max_1d_move_in_trade_pct,zero_vol_days,exit_day_open,gap_through_stop,gross_ret_pct,src
MERCK,2018-08-03,2018-08-06,1796.8374911991882,1796.8374911991882,-0.09990646515215529,1513.9819180406485,18.682889788049994,68.03415354688649,12.704982059463015,1.9999999999999998,6.711894108568115,13,2018-08-24,2362.5486375162677,2018-09-21,2114.7596379602473,stop,30,1.5619867114707064,2114.7596379602473,True,B,47.09985079342898,2.454528323007543,3.9752325131411768,True,1,-1.0910972185974588,46.487175264142145,16.689768049381843,0,2199.3710144618485,False,17.693427943162597,alias
LT,2019-01-15,2019-01-16,1200.6533833343665,1200.6533833343665,-0.4778644972436408,1102.8898779010299,8.86430344427458,207.8494349261767,24.562404508972378,2.0,243.27444024492007,27,,,2019-01-18,1182.2540447941324,stop,2,-0.1882025246402435,1182.2540447941324,False,A,7.646607509495285,-4.574236155249944,2.0484562645604227,True,1,-2.6937550452220793,0.9005771268223883,2.091306797427401,0,1201.9897262922113,False,-1.5324438173102695,pinned
PIIND,2019-01-14,2019-01-15,832.9433685955123,829.7056070796467,0.390230159738425,747.9118122296305,11.3691955355526,238.89131345303798,19.591394164572158,2.0,6.459084992216186,44,,,2019-02-05,814.5871215064752,stop,15,-0.21587570395691802,814.5871215064752,False,B,9.764525490244825,0.7912075874388247,2.5704360685938075,True,1,-2.6999839923641633,3.2353116308517116,2.4727766933694397,0,818.2445146665198,False,-2.203780926906096,pinned
PVR,2019-01-04,2019-01-07,1547.042811690253,1542.6712686094816,0.283374894556232,1358.693320885408,13.862546308986424,106.02855852213942,16.427363886990204,2.0,61.878593046191405,5,,,2019-02-08,1510.739298014778,stop,24,-0.19274548351760828,1510.739298014778,False,B,16.13995355892326,5.801833981580562,3.062662404166276,True,1,-5.173718577986019,5.180030722105289,3.5233941590432702,0,1525.8356772872378,False,-2.3466392397900715,alias
AARTIIND,2019-01-04,2019-01-07,348.997754413201,347.1558853283749,0.5305596599878726,316.1334149741537,10.395718352561435,607.6624496121505,21.238689739100273,1.9999999999999998,5.989127991954346,18,2019-02-05,414.72643329129556,2019-02-12,356.8508606595841,stop,26,1.1194776219517217,356.8508606595841,True,B,8.822968925768038,1.9805274946488538,2.372936727409063,True,1,-0.7457645186823014,22.566087923419676,5.449204368453311,0,366.53882813351595,False,2.2501881880550245,pinned
TEAMLEASE,2019-03-06,2019-03-11,3023.5204999999996,3023.5204999999996,-1.2409540467808844,2551.9191567952657,18.480261882471893,42.59545367416809,12.822357457482536,2.0,6.134939944177246,15,,,2019-03-15,2772.225,stop,4,-0.5328557766446099,2772.225,False,B,10.309085970104404,4.76758386374696,3.9774758026890997,True,3,-10.610827637124498,1.1073019018723596,3.750463873746556,0,2900.0,False,-8.311354264011106,pinned
TTKPRESTIG,2019-03-25,2019-03-26,659.7202723864232,659.7202723864232,-0.20790322026428276,548.6734876633311,20.23913807025992,182.67700911075576,11.88184374777733,2.0,12.707941794492188,2,,,2019-04-18,665.0523182377024,stop,15,0.048016211046319444,665.0523182377024,False,B,17.053416543252297,2.286068068302538,4.250568414049714,True,1,-0.7733688080064915,5.261449017382214,2.280508672329245,0,671.3515739828757,False,0.8082282862085455,pinned
KAJARIACER,2019-03-26,2019-03-27,531.1872391465005,531.1872391465005,-0.726970269832683,475.01653674416247,11.824999354199495,361.133388166621,18.913320162590335,2.0,26.46865772893921,17,,,2019-04-26,576.4317517991309,stop,19,0.8054824084013448,576.4317517991309,False,B,30.488310489143554,2.909406817297655,2.6629989137355348,True,1,-0.9212725990946691,12.167913947400756,4.161616767743602,0,579.9642052934435,False,8.517620401673852,pinned
GODFRYPHLP,2019-03-08,2019-03-11,283.04077985574673,283.04077985574673,-1.6041212042432806,241.7474925656408,17.081164669740566,486.4730924913767,13.708803460826175,2.0,18.36748185244171,37,,,2019-04-30,326.2691486085423,stop,31,1.046861889417879,326.2691486085423,False,B,17.190493997918388,2.7010438516275714,3.7155656594075097,True,1,-2.1643048196653525,25.51310076574058,5.055259801054735,0,330.4715506693813,False,15.272841169681328,pinned
SUNTECK,2019-05-03,2019-05-06,458.99908939649157,458.99908939649157,-0.7375546916519204,399.2787291494591,14.957060290751878,343.5215806273123,15.37161154078267,2.0,9.53282916215332,20,,,2019-05-08,440.53844202352326,stop,2,-0.309118151608699,440.53844202352326,False,B,27.784654128700346,5.167138816632222,3.2737639611390876,True,1,-5.190564245474794,1.9831162587046425,4.1364627187791605,0,454.6380400112866,False,-4.021935511297203,pinned
MUTHOOTFIN,2019-05-20,2019-05-21,557.3808662417047,557.3808662417047,-0.7084628436294316,488.11267062905597,14.191025920998769,293.7703240420549,16.093413761161244,2.0,48.46465953279389,39,,,2019-06-07,556.356403199704,stop,12,-0.014789804078765258,556.356403199704,False,B,19.363076620286847,4.880120858193049,3.1389013326981074,True,1,-2.56617156444251,5.120902152513063,3.4579948583624587,0,564.7684470437994,False,-0.18379946353529464,pinned
INDIGO,2019-05-17,2019-05-20,1511.7011482555092,1492.6415012852772,1.2769072113980595,1274.9677518998553,18.567794832684402,85.86499942758374,12.77133832004354,2.0,495.45205535646113,4,,,2019-06-12,1636.1545805406474,stop,16,0.5257113453404222,1636.1545805406474,False,B,30.338757554401717,1.6929190207803924,4.0352230853113,True,1,-5.148120551143853,12.969066787348238,5.04242639763048,0,1667.8472772765485,False,8.232674323807743,pinned
AXISBANK,2019-05-20,2019-05-21,787.1723123206947,787.1723123206947,-0.21994396234902291,716.3052808667679,9.893411838060695,287.14255209301155,22.215473011098656,2.0,583.2610722912137,46,,,2019-06-14,796.1813896541743,stop,17,0.12712649519313804,796.1813896541743,False,B,16.591558987998578,3.949572177584826,2.2766902648694707,True,1,-2.683806149568102,4.58774919518794,2.6096768453546035,0,815.6769990745246,False,1.1444860537484614,pinned
BPCL,2019-04-30,2019-05-03,120.55089384697878,120.31096309709424,0.19942550845586382,105.77775146070579,13.966209512177908,1391.5710804982648,16.32027779803883,2.0,139.58465453872765,46,,,2019-06-17,118.61583707738873,stop,30,-0.13098477757772625,118.61583707738873,False,B,10.484018737769807,3.9009464976889063,3.1048068315208535,True,2,-9.598667402020011,9.546701509169097,4.450001707517903,0,120.61352882054769,False,-1.6051782843238938,pinned
PRESTIGE,2019-07-03,2019-07-04,285.0159287606961,285.0159287606961,-2.494761294547676,240.70410708241246,18.409250351142582,464.21791598686775,12.864103436324163,2.0,9.00150099263405,44,,,2019-07-08,254.73544905510067,stop,2,-0.6833499178941521,254.73544905510067,False,B,27.13895819112706,6.2673089167898155,3.985532758262152,True,1,-13.511143742627429,0.5843515066771499,6.37523006457599,0,263.6688887278643,False,-10.624135934177703,pinned
SOBHA,2019-06-28,2019-07-03,515.6542882140914,515.6542882140914,-1.204817139134684,430.5845416918345,19.756804595911515,241.61373828337096,12.123094502913094,2.0,19.788951483802645,25,,,2019-07-22,510.81377051003614,stop,13,-0.05690057749012807,510.81377051003614,False,B,11.871309012052844,5.390382073071387,4.165032499252648,True,3,-1.8531611362616496,7.3880626232776025,3.885040525544651,0,521.7314528694149,False,-0.9387137496363662,pinned
UPL,2019-07-04,2019-07-05,663.7920502559475,663.5627161473632,0.034561029877600014,570.2986601626338,16.39375937980494,219.88677186911534,14.199764274103899,2.0,362.8659198101297,3,,,2019-07-24,591.458895172299,stop,13,-0.7736713259777447,591.458895172299,False,B,17.535897517779155,7.064664965342526,3.564296674870107,True,1,-13.898724122527462,0.3041396668062468,4.355576833971233,0,606.558790253033,False,-10.896960133185996,pinned
SBILIFE,2019-10-16,2019-10-17,882.6269183276747,882.6269183276747,-1.4990586741122636,781.8268183295645,12.892893622334123,197.28706036845963,17.512421482602143,2.0,102.42181150542113,12,,,2019-11-05,963.373437187664,stop,12,0.8010559400387802,963.373437187664,False,B,19.015500980490717,6.8413947546484,2.9073226860740613,True,1,-1.4990586741122636,15.29087456249545,6.825428395725554,0,987.9498046566589,False,9.148431481444131,pinned
PIDILITIND,2019-10-31,2019-11-01,687.8432134091487,687.8432134091487,-0.4531738089397441,619.4235898091591,11.045692273532758,294.0621206557063,20.10660618160003,2.0,86.19832821864014,41,,,2019-11-11,641.3191724710513,stop,6,-0.6799809541498926,641.3191724710513,False,B,12.295203388907572,1.8035586620220423,2.5112539815644266,True,1,-6.882381146091332,0.6383759454726023,2.4406606111111886,0,660.9137948510925,False,-6.763756628129092,pinned
TORNTPHARM,2019-10-24,2019-10-29,815.8784807314316,815.8784807314316,-2.4544321688372284,708.6631678482793,15.129234557045091,189.08007381501406,15.21943943997271,2.0,63.19848370074402,44,,,2019-11-20,802.3682531739107,stop,15,-0.12601024232653146,802.3682531739107,False,B,8.936878090421562,4.968027249283091,3.3150667594765744,True,3,-3.609284101845023,2.8713245574838453,1.859517374723596,0,807.9740219415472,False,-1.655911741342786,pinned
INDIGO,2019-10-30,2019-10-31,1533.3432269935777,1533.3432269935777,-0.9397803157366269,1267.6793815880317,20.956706345791233,76.25326768202038,11.543484395875325,2.0,282.7589419315222,39,,,2019-11-21,1408.058589101537,stop,14,-0.4715908470751403,1408.058589101537,False,A,8.676848591754926,-11.26928406300195,4.399867436098708,True,1,-9.826877906313491,0.37863495815679826,3.378603377007308,0,1424.243219667597,False,-8.170684533409123,pinned
WHIRLPOOL,2019-12-03,2019-12-04,2251.7373566895358,2251.7373566895358,-2.386816069751152,1871.8393115426738,20.29544110994066,51.70627320453639,11.854429815868379,2.0,28.92693071560181,20,,,2019-12-16,2230.7450561505134,stop,8,-0.05525772192617397,2230.7450561505134,False,B,38.38184671938896,3.741782611022204,4.3452510737353585,True,1,-3.8205111804713865,6.839435360635049,4.2258409968823765,0,2273.6139414917047,False,-0.9322712738525141,pinned
ORIENTELEC,2019-12-11,2019-12-12,184.79562132959066,184.79562132959066,-0.4112699217994842,151.1209235012726,22.28327954072784,582.186777442953,10.975339542568403,2.0,8.084798474366837,31,,,2019-12-16,174.94162320554943,stop,2,-0.2926232085074482,174.94162320554943,False,B,18.854110093928746,1.4358016546001773,4.647130911958057,True,1,-5.93822654933912,0.9380334355751252,1.4539615817795555,0,176.45933857902153,False,-5.332376413002892,pinned
JMFINANCIL,2019-12-04,2019-12-06,77.93807815722111,77.93807815722111,-3.6456357529518923,60.52266945202493,28.775017465151677,1134.2116634876886,8.950473626721944,2.0,5.857556664292411,38,,,2019-12-24,78.96553400407647,stop,12,0.058996941401025044,78.96553400407647,False,B,11.993678664687902,7.955466194615068,5.649170311083729,True,2,-4.208453311156502,10.312221215896745,5.488136887867665,0,79.39550064505008,False,1.3182976423702808,pinned
GLAXO,2019-12-19,2019-12-20,1403.5442106056325,1403.5442106056325,-0.6042910320895656,1253.574332426243,11.96338137277657,130.55097244318418,18.71768154571353,2.0,6.88760381204712,44,,,2019-12-27,1344.6602340918637,stop,4,-0.39263869003969976,1344.6602340918637,False,B,33.56239296255738,2.857664751546185,2.7059280405550448,True,1,-4.437705565143157,0.1671383509449731,1.0815858053862657,0,1359.2490922435104,False,-4.19537739308976,pinned
GALAXYSURF,2019-12-11,2019-12-12,1327.2716425471046,1327.2716425471046,-0.0462794277892864,1122.631865955397,18.228573657808344,95.8023124172435,12.971785492077084,2.0,5.614816328213501,14,,,2020-01-13,1393.6357289339908,stop,21,0.32429710143445933,1393.6357289339908,False,A,20.329689768144288,-7.769729870808007,3.9030682967125876,True,1,-1.1187442407958215,12.179845317916161,4.9154990660999935,0,1419.6564371435306,False,5.000037992187489,pinned
GMRAIRPORT,2020-01-03,2020-01-07,21.057716901779173,21.057716901779173,-2.4530137397986596,18.208998071006818,15.644566601982412,6881.596124238073,14.783991087017823,2.0,29.487165289123677,45,,,2020-01-17,21.15064786720276,stop,8,0.03262202096596225,21.15064786720276,False,B,37.261827263015704,6.828173984138197,3.490045270131084,True,2,-2.4530137397986596,6.95942270435943,3.6480771123151983,0,21.622283935546875,False,0.44131548475578875,pinned
CDSL,2019-12-18,2019-12-20,107.79384648946265,107.79384648946265,-1.236617715334709,95.67479670260605,12.66691982061614,1615.5320572029289,17.789158124652253,2.0,12.477706049655076,39,2020-01-15,132.03194606317587,2020-01-24,125.7514873391902,stop,24,1.7408848534149532,125.7514873391902,True,B,15.674680308250256,1.7847284444242995,2.844005117240302,True,2,-3.3788958659722534,24.82046914239966,13.841296288618981,0,127.24404497504705,False,16.65924487765913,pinned
MFSL,2020-01-16,2020-01-17,537.9000244140625,536.3357877807616,0.29165248132581034,453.7147531523176,18.55466913448214,242.69136924918115,12.77895803748494,2.0,154.4261626427202,20,,,2020-01-28,509.49,stop,7,-0.3374702485156979,509.49,False,B,24.89533302631517,1.8783897059094112,3.9803910762054335,True,1,-5.930474617250924,0.0,2.4475787264363817,0,514.9500122070312,False,-5.281655163524057,pinned
POLYCAB,2020-01-10,2020-01-13,999.7957247053233,999.7957247053233,-0.6767914959988519,888.7127714662224,12.499308753697026,180.50006508391184,18.000884844199444,2.0,22.979146651949463,8,,,2020-01-29,946.8999832907434,stop,12,-0.4761823472655095,946.8999832907434,False,B,57.927945635906106,7.479054920487105,2.80675755340851,True,1,-5.676612920300938,10.284332335404267,8.169008864766427,0,965.1512295471608,False,-5.290654891544988,pinned
TATAMOTORS,2020-01-29,2020-01-30,186.0295790827406,184.216405113857,0.9842630289973009,158.44093358021604,17.41257443964561,710.5491124061781,13.485952332507049,2.0,663.183755415949,29,,,2020-02-03,170.22274215800817,stop,2,-0.572947190295587,170.22274215800817,False,B,46.76843906454036,4.447154431842004,3.764738028988377,True,1,-16.44409459642099,0.8379188945204952,7.219700612642041,0,159.2869120663538,True,-8.496948174946962,alias
ATGL,2020-01-24,2020-01-27,176.85688598219235,176.85688598219235,-2.266738903728216,144.2078781170854,22.64023872440488,610.2482151043857,10.833829114372872,2.0,56.43902415386231,24,,,2020-02-14,163.3279240947745,stop,14,-0.41437589599396973,163.3279240947745,False,B,13.960033185462839,9.132078322749425,4.679101127635978,True,1,-7.697940062936626,0.9976045027825231,3.3203625652057838,0,166.9752291361491,False,-7.649666459003523,pinned
IGL,2020-02-18,2020-02-19,214.11962195086687,214.11962195086687,-0.9537430636636923,187.02301016178095,14.488383951069173,712.0861095244687,15.80416205668273,2.0,158.31717913707047,45,,,2020-02-24,205.62880660714274,stop,2,-0.31335339672040097,205.62880660714274,False,B,25.7739720243938,1.4748180826821278,3.225384019740835,True,1,-5.951873493722626,0.6810616496059296,2.904607663770356,0,205.09889100575464,True,-3.9654541075513805,pinned
IBVENTURES,2020-02-19,2020-02-20,202.65244999999996,202.65244999999996,-1.35821205221055,156.5785586612643,29.425415416174605,418.4426745116539,8.796845419897243,2.0,34.7763177395,49,,,2020-03-12,189.85995,stop,13,-0.27765182467331423,189.85995,False,B,42.78656213817911,9.541760289193025,5.727733880996475,True,1,-16.976083930887565,13.297421274699639,9.833795013850416,0,188.7,True,-6.312531627424178,backfill
DIVISLAB,2020-05-29,2020-06-01,2338.2824546972147,2338.2824546972147,-0.34880652695647996,2019.3571178888405,15.793409396639957,59.71579837650488,14.663510137497596,2.0,135.40093888026124,34,,,2020-06-12,2264.709702152794,stop,9,-0.23068958170804388,2264.709702152794,False,B,17.808250362148126,6.547279487294988,3.4389398818785484,True,1,-4.464136763012549,5.286924720439368,2.7842236090146515,0,2240.7856861084183,True,-3.146444194396858,pinned
DMART,2020-05-28,2020-06-01,2320.10009765625,2312.5101511230464,0.32821246339254095,1916.18524233784,21.079113145951077,47.150732039787236,11.488065205362615,2.0,87.39144996575561,41,,,2020-06-25,2309.688,stop,18,-0.025777951761744293,2309.688,False,B,10.771873356796103,3.803044029552316,4.374308127336313,True,2,-1.61416291264036,8.917714479334693,3.5125528350276984,0,2348.0,False,-0.44877795000173304,pinned
AARTIIND,2020-06-16,2020-06-17,459.14246058274654,459.14246058274654,-0.7423461002453058,378.1128699879379,21.43000067609271,234.7521789911588,11.332710858153165,2.0,75.15446361660645,39,,,2020-06-30,449.8758739417481,stop,9,-0.11436052648144691,449.8758739417481,False,A,5.173267767809087,-6.299498766222412,4.458229876763442,True,1,-2.027247678920263,4.9325788955232985,3.056500898811959,0,458.6837090986155,False,-2.018237788166488,pinned
CIPLA,2020-07-16,2020-07-17,647.0534565834663,647.0534565834663,-0.5275802080618064,577.8993448451689,11.966463079625944,271.5730648481897,18.713376264079166,2.0000000000000004,432.4731022004187,27,,,2020-07-27,626.7900868007627,stop,6,-0.29301757008154644,626.7900868007627,False,B,49.51056372879539,6.03109920344449,2.686056761280174,True,1,-4.0817430397330545,2.7390121224308617,2.1404713627826397,0,643.1149068856893,False,-3.1316376686552405,pinned
IDEA,2020-07-17,2020-07-22,9.008999999999999,9.008999999999999,-6.204908322065295,5.1948217208869245,73.42269829544546,4932.679718114107,4.723953282065723,1.9999999999999998,471.57154621996295,1,,,2020-08-07,7.792200190544128,stop,12,-0.3190201716892,7.792200190544128,False,B,126.40958445087485,1.0580595628181033,10.713984389313207,True,3,-15.63991669849517,0.4551025722595803,7.272731896602746,0,7.900000095367432,False,-13.506491391451558,pinned
CAPLIPOINT,2020-07-13,2020-07-14,370.53170102245076,370.53170102245076,-1.44490167662098,287.91693880843235,28.6939568598938,228.5094022431571,8.97010875762292,2.0,20.33678330701019,17,2020-08-05,535.7612254504876,2020-08-25,510.36690078092045,stop,30,1.8463087952502868,510.36690078092045,True,B,16.080892561078564,9.67539946336955,5.680108771713764,True,1,-19.536633348202592,80.91729432409616,10.551192211823356,0,520.8451574083342,False,37.739065071249335,pinned
FDC,2020-07-14,2020-07-15,259.7503114506754,259.618763156648,0.05066979459724674,209.73012498286164,23.849786229756553,377.4790618757409,10.385819397847136,2.0,22.008563426773147,19,,,2020-08-25,310.01211882131133,stop,29,1.0048304678547666,310.01211882131133,False,B,13.512263622081843,2.371922177267627,4.932084731714947,True,1,-5.549276947674009,33.18283645704226,6.76917581177518,0,314.18255281194934,False,19.35004700857896,pinned
GLENMARK,2020-07-30,2020-07-31,440.11412768119965,440.11412768119965,-1.38778350262172,371.16378305701767,18.57679756798629,274.4725372775874,12.7661182864297,2.0000000000000004,177.30087934283264,49,,,2020-08-31,463.73974635369757,stop,21,0.3426468540697046,463.73974635369757,False,B,60.981369659060334,4.600821673812727,3.9960313077048415,True,1,-2.964336822572333,13.023224133323218,4.929638146716926,0,479.3516967896691,False,5.368066414266837,pinned
DCAL,2020-09-04,2020-09-07,186.48630305480955,186.48630305480955,-0.04628176810380635,148.06472670991118,25.94917587642196,540.1419005566238,9.707373866224584,1.9999999999999998,7.666971928599015,7,,,2020-09-10,167.2325939025879,stop,3,-0.501117106164182,167.2325939025879,False,B,145.77579486437767,2.8850305008257138,5.180903129688146,True,1,-13.10353607893109,2.125461134948714,4.9860707232547,0,164.5500030517578,True,-10.324462889139296,backfill
INFIBEAM,2020-08-19,2020-08-20,18.7187,18.7187,-0.5005689497667998,15.709549238812286,19.154914730164574,6647.453578443531,12.441184563721709,2.0,7.57459828125,38,,,2020-09-22,18.606375,stop,23,-0.03732780738299193,18.606375,False,B,74.17961027958204,6.438380595683957,4.033714157088085,True,1,-2.437135057455908,12.120499821034603,3.804347826086972,0,19.6875,False,-0.6000683808170315,backfill
VMART,2020-09-14,2020-09-15,524.1421908116951,524.1421908116951,-1.6019820630394532,408.2002784939711,28.40319285069679,180.709976996573,9.041461889559844,2.0,10.56965938515625,33,,,2020-09-29,498.23855675357174,stop,10,-0.22341906856890306,498.23855675357174,False,B,11.493358321598413,10.369983998671017,5.668043833687501,True,1,-6.060525340970823,3.7125099623947833,4.051143909349477,0,524.3433728499658,False,-4.942100542985961,pinned
DIXON,2020-10-13,2020-10-14,1820.0634796001923,1817.65850184514,0.13231185905442366,1479.6522883712055,23.00616123830754,60.67021669729798,10.693323407078454,2.0,58.49148867700806,41,,,2020-10-28,1845.12774803989,stop,10,0.07362939023599151,1845.12774803989,False,B,68.06995448523058,3.747735258513174,4.727652353260296,True,1,-3.0164044677263524,9.647323657070771,4.2166929123106645,0,1905.6468778728984,False,1.3771095745080064,pinned
ADANIGREEN,2020-08-07,2020-08-11,376.12575,376.12575,-0.8310385555894473,307.17829367032243,22.445419403128476,291.76207080077984,10.910504027923114,2.0,29.71199004997711,2,2020-09-02,514.0206626593551,2020-11-04,840.9000244140625,time,60,4.37049616588978,677.322,True,B,120.15269766350976,1.6678757534001054,4.652952764052368,True,2,-6.680146201104275,139.0689848294171,9.998678962848059,0,834.4000244140625,False,123.56885281426825,pinned
MINDTREE,2020-10-19,2020-10-20,1351.35,1351.35,-1.2099012099011985,1055.636188012319,28.012852850799575,69.89559528706873,9.139579858760847,2.0,313.53860718625003,20,,,2020-11-10,1303.74495,stop,15,-0.16098351876098055,1303.74495,False,B,37.62101130194979,5.204257923910127,5.509853027532718,True,1,-5.094905094905089,8.613608613608626,5.068882111683665,0,1370.0,False,-3.522777222777218,backfill
INDIAMART,2020-11-06,2020-11-09,2361.143990972875,2361.143990972875,-0.5661525544453871,1995.813925064034,18.304815961093148,58.18296760565764,12.92608636028352,2.0,25.290089215734863,13,2020-11-14,3091.8041227905574,2020-11-17,2361.143990972875,stop,6,1.0,2361.143990972875,True,B,111.11695326111337,0.4278141120621415,3.9288628090717133,True,1,-10.22918552264086,99.62324385213388,99.40137710129454,0,2337.799888814154,True,0.0,pinned
CDSL,2020-10-27,2020-10-30,227.41252972177756,227.41252972177756,-2.6946984248140793,192.10012132151977,18.38229364840176,597.7189284029337,12.88003509384635,2.0,44.46244658945419,43,,,2020-11-25,227.24341134697542,stop,18,-0.004789205337829751,227.24341134697542,False,B,67.43127629136426,2.432190845789073,3.936570932930292,True,3,-4.013034135352466,7.73683656670312,3.938425206844407,0,233.20523258890884,False,-0.07436633988858743,pinned
TRENT,2020-11-27,2020-12-01,736.0358529871256,736.0358529871256,-0.9245263084248778,582.3525584421479,26.39007802354232,150.2202116604205,9.578605861702345,2.0,184.66567752437408,44,,,2020-12-03,721.692989856981,stop,2,-0.0933274053800755,721.692989856981,False,B,15.436583753312227,4.333911052976269,5.360839555398043,True,1,-8.751598498148827,0.7246971887825859,3.3892297934528153,0,695.7992923972702,True,-1.9486636516326872,pinned
TIINDIA,2020-09-28,2020-10-01,621.6787514536751,621.6787514536751,-2.3308839407456317,487.50744049916955,27.521900141077758,155.65544435285588,9.26694010859702,2.0,11.731277805621032,36,,,2020-12-09,786.9024062370692,stop,47,1.2314380295458072,786.9024062370692,False,B,59.78432595110661,5.113719236106551,5.417772088703761,True,3,-12.800545477602887,36.71923521442135,5.220467968466524,0,807.4046496550696,False,26.57701496103102,pinned
EMAMILTD,2020-11-09,2020-11-10,341.2167731220844,341.2167731220844,-0.09988758704015943,286.96809767845275,18.904078844477425,395.31112639930296,12.579727351191591,2.0,17.135331682688292,23,,,2020-12-09,374.6912263036143,stop,20,0.6170556775402248,374.6912263036143,False,B,60.296294369732074,4.5658840619946295,3.9943909229707226,True,1,-2.2030478483656246,22.59413720879937,3.934915514057149,0,387.1242917761339,False,9.810318782175752,pinned
CYIENT,2020-10-20,2020-10-21,361.7823165422978,361.7823165422978,-0.69987475371317,306.778480441829,17.929496234954634,376.4467431331404,13.154803089787205,2.0,21.453317655798035,27,2020-12-14,471.78998874323537,2020-12-21,416.95084384262987,stop,42,1.5014970883081906,416.95084384262987,True,B,66.57106124693937,3.810539444685501,3.8333538531557645,True,1,-4.4955588289602115,37.807995492232195,7.741083501751031,0,466.803952963044,False,15.249094490742475,pinned
LAURUSLABS,2020-11-27,2020-12-01,315.5984603878761,315.5984603878761,-0.39556179649720136,252.64862288435643,24.91596304181456,366.741805074977,10.026982527801765,2.0,160.95259729506944,2,,,2020-12-21,314.33006987014323,stop,14,-0.020149226241639836,314.33006987014323,False,B,86.76613083026028,4.789438556325276,5.056908973481821,True,1,-3.2120560450466185,13.826989387929544,6.275617051165988,0,349.65986728926026,False,-0.40190009677930627,pinned
INDIAMART,2020-12-08,2020-12-09,2505.1781814407104,2505.1781814407104,-0.7173876852855199,1683.3241576625774,48.82327744403903,27.80812592287799,6.096406682841785,2.0,34.94807057299072,8,,,2020-12-21,2476.3007038805486,stop,8,-0.035136991150094575,2476.3007038805486,False,B,77.78614551251172,3.749315103089179,8.334594583809363,True,1,-7.969625121766977,18.996717669879782,6.3454126836386555,0,2905.027062996144,False,-1.1527115226412588,pinned
VARROC,2020-12-22,2020-12-23,369.65157205619533,369.65157205619533,-0.22142197791439333,295.1093371628346,25.259192274295962,305.328839837144,9.917909560533426,2.0,11.559831432493592,28,,,2021-02-10,404.8619518627936,stop,33,0.47235476447640506,404.8619518627936,False,B,31.33709150643835,6.220337673910659,5.112063039539995,True,1,-0.8695085225771781,28.983051922732894,7.685544372921632,0,430.57146922649343,False,9.525288803924115,pinned
CROMPTON,2021-02-16,2021-02-17,385.74300333958456,385.74300333958456,-1.06001274477453,320.903689439444,20.205225441129127,379.5886675805562,11.898429521745706,2.0,95.23625148954102,49,,,2021-02-22,376.2272837947756,stop,3,-0.14675848605468272,376.2272837947756,False,B,39.72784036717174,1.3119381773824879,4.237110465245751,True,1,-5.985178875244445,1.7330031721052075,2.4076671547404516,0,381.5579293926638,False,-2.466854735517243,pinned
PRSMJOHNSN,2021-01-28,2021-02-02,92.54244694519042,92.54244694519042,-0.7482495805189116,75.18849457492443,23.08059559960065,1331.1749849792263,10.665287649832592,2.0000000000000004,9.75230054496582,20,,,2021-02-24,96.903,stop,16,0.25127146610595147,96.903,False,B,46.645857725302456,4.402102526695617,4.775441018639453,True,3,-1.5586884923451838,29.670225892202428,6.140790246807672,0,110.44999694824219,False,4.711949163600759,pinned
HFCL,2021-02-17,2021-02-18,30.629299550840717,30.629299550840717,-1.23145969208458,23.23796939977216,31.80712576005469,3355.228172640333,8.287899180477734,2.0,39.85874261057437,38,,,2021-02-26,28.639049532269162,stop,6,-0.26926818013721476,28.639049532269162,False,B,72.5847988042019,7.61159065356376,6.15850756054219,True,1,-6.727574499034139,2.9714607216138944,3.1405023614353254,0,29.21235222546366,False,-6.497863313093378,pinned
NCC,2021-02-01,2021-02-02,63.40284720752794,63.40284720752794,-0.09990781130545523,51.29028627326909,23.615701557453672,1907.205867627906,10.468941712928928,2.0,53.93416375110893,41,2021-02-08,87.62796907604564,2021-03-09,81.42154008615105,stop,25,1.7438019497453885,81.42154008615105,True,B,72.43602912656834,16.028556797252435,4.848544777064621,True,1,-3.552335226128822,46.6915338710518,19.867553261156004,0,83.83170029984191,False,28.41937495274458,pinned
TATASTEEL,2021-02-23,2021-02-24,62.14240227936754,62.14240227936754,-0.23565643822757165,52.165084825219914,19.12642812252068,2443.428306056972,12.45673550329595,1.9999999999999998,1322.3577823693904,45,,,2021-03-09,59.92006202822746,stop,9,-0.22273925444922435,59.92006202822746,False,B,65.82460989329608,8.826398985408446,4.054818587877533,True,1,-4.680927529128287,6.211705400004153,5.662806311730128,0,62.839450693333006,False,-3.5762058910264183,pinned
CHOLAFIN,2021-02-01,2021-02-02,443.4591131990915,443.4591131990915,-0.5115983623483866,346.4430167960753,28.00347869621578,238.1166439624015,9.14196983059204,2.0,297.9762443280627,17,,,2021-03-15,509.82128278366946,stop,28,0.684032568254465,509.82128278366946,False,B,65.88685887727918,10.851814063850629,5.548290341469943,True,1,-3.4157980321056325,24.531142333246937,13.701854592625287,0,530.4716532523197,False,14.964664747972956,pinned
