tkr,sig_date,entry_date,entry,trig,stop0,risk_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through,net_pnl,stt_paid
CROMPTON,2020-09-29,2020-10-05,277.95,270.38,245.38,2.0,2020-12-16,343.0833323433927,2021-01-04,359.48,time,63,2.252,False,44914.43,397.31
NAVINFLUOR,2020-11-03,2020-11-05,2389.18,2296.81,2134.09,2.0,,,2021-01-18,2449.13,ma_breach,50,0.235,False,3357.38,377.66
HATSUN,2020-11-17,2020-11-19,695.48,607.71,590.13,2.0,,,2021-01-29,664.71,ma_breach,48,-0.292,False,-7537.48,260.67
ZENSARTECH,2020-12-22,2020-12-23,222.25,219.32,185.79,2.0,,,2021-02-04,220.1,ma_breach,29,-0.059,False,-2151.68,257.8
POLYMED,2020-09-08,2020-09-10,477.29,455.71,431.08,2.0,2021-02-08,569.6999788654666,2021-02-08,545.43,time,103,1.737,False,34533.88,466.22
INDIACEM,2020-12-30,2021-01-04,179.27,172.38,140.85,2.0,,,2021-02-25,161.44,ma_breach,37,-0.464,False,-10955.15,196.24
SHRIRAMFIN,2021-01-28,2021-02-01,234.2,210.51,200.19,2.0,,,2021-03-10,235.76,ma_breach,27,0.046,False,459.06,301.62
JKTYRE,2021-01-13,2021-01-18,86.93,80.65,77.72,2.0,2021-01-21,105.34493073419459,2021-03-16,113.38,trail,39,2.436,False,50537.64,456.13
APOLLOTYRE,2021-01-19,2021-01-22,204.73,177.51,167.06,2.0,,,2021-03-22,210.31,ma_breach,39,0.148,False,2907.37,249.5
ASHOKA,2021-02-01,2021-02-04,107.85,98.3,87.71,2.0,,,2021-03-23,103.0,ma_breach,32,-0.241,False,-6473.66,244.27
DELTACORP,2021-03-10,2021-03-16,188.94,167.49,158.45,2.0,,,2021-03-24,158.45,stop,6,-1.0,False,-23722.71,264.87
SWSOLAR,2021-03-23,2021-03-24,322.9,317.9,265.28,2.0,,,2021-03-26,265.28,stop,2,-1.0,False,-23551.87,232.14
ESABINDIA,2020-12-14,2020-12-16,1604.68,1604.68,1402.04,2.0,,,2021-03-30,1656.64,ma_breach,70,0.256,False,3412.59,354.31
KARURVYSYA,2021-02-04,2021-02-08,43.03,37.88,33.47,2.0,,,2021-03-31,42.65,ma_breach,35,-0.04,False,-1704.02,213.42
ADANIGREEN,2021-03-19,2021-03-23,1309.0,1192.6,1080.02,2.0,,,2021-04-13,1080.02,stop,13,-1.0,False,-23034.52,235.89
SCI,2021-03-19,2021-03-23,112.39,102.32,92.63,2.0,,,2021-04-16,97.31,ma_breach,15,-0.763,False,-17684.81,239.93
ABCAPITAL,2021-02-22,2021-02-25,125.25,110.25,98.4,2.0,,,2021-04-23,116.55,ma_breach,36,-0.324,False,-8120.37,214.94
AAVAS,2021-04-13,2021-04-16,2358.0,2324.0,2147.9,2.0,,,2021-04-23,2198.0,ma_breach,4,-0.762,False,-18302.18,473.92
BAJAJCON,2021-02-03,2021-02-08,237.24,226.65,188.54,2.0,,,2021-05-10,241.62,ma_breach,60,0.09,False,1324.37,234.2
FSL,2020-12-22,2020-12-28,81.43,66.52,57.92,2.0,2021-05-21,128.44662474615242,2021-05-21,124.67,time,97,1.92,False,40644.61,190.38
KPITTECH,2021-03-08,2021-03-10,165.96,144.59,134.96,2.0,2021-05-17,227.9586717711573,2021-06-15,231.34,time,63,2.055,False,47624.12,302.39
GRAPHITE,2021-04-06,2021-04-09,638.18,542.39,493.5,2.0,,,2021-06-21,538.74,ma_breach,48,-0.687,False,-15600.6,180.79
GUJALKALI,2021-04-09,2021-04-15,395.79,375.21,318.3,2.0,,,2021-06-21,359.41,ma_breach,45,-0.469,False,-10724.33,207.57
ELGIEQUIP,2021-04-19,2021-04-23,226.48,226.48,184.87,2.0,,,2021-06-21,207.12,ma_breach,40,-0.465,False,-11254.78,225.27
CENTURYPLY,2021-03-25,2021-03-30,305.28,299.63,282.2,2.0,2021-04-16,351.44251038124884,2021-07-01,405.84,time,63,3.178,False,66441.46,643.11
ADANIENT,2021-06-18,2021-06-21,1499.69,1499.69,1327.4,2.0,,,2021-07-07,1416.84,ma_breach,12,-0.481,False,-12530.76,414.84
VENKEYS,2021-05-11,2021-05-17,2137.48,1756.84,1623.45,2.0,2021-06-22,3165.5560630262758,2021-07-22,3141.65,trail,47,1.977,False,42841.5,227.22
DIXON,2021-04-19,2021-04-23,3910.48,3851.61,3523.79,2.0,2021-07-13,4683.861558436627,2021-07-23,4540.51,time,63,1.815,False,38378.78,476.55
COFORGE,2021-05-05,2021-05-10,633.67,545.5,531.81,2.0,2021-07-08,837.3749091366668,2021-08-09,907.11,time,63,2.342,False,51641.93,329.71
TCIEXP,2021-05-18,2021-05-21,1221.13,1096.35,908.29,2.0,,,2021-08-09,1429.84,ma_breach,55,0.667,False,14754.34,196.12
BORORENEW,2021-08-05,2021-08-09,340.0,317.7,299.7,2.0,,,2021-08-18,299.7,stop,7,-1.0,False,-27794.77,417.98
DCMSHRIRAM,2021-06-21,2021-06-23,805.21,717.92,679.06,2.0,2021-07-19,1057.5124694010574,2021-08-23,866.19,trail,41,1.242,False,30017.57,352.55
EQUITAS,2021-07-07,2021-07-08,112.8,112.8,93.66,2.0,,,2021-08-31,116.75,ma_breach,36,0.206,False,4220.08,307.86
TRITURBINE,2021-08-16,2021-08-18,129.31,129.31,111.52,2.0,,,2021-08-31,119.75,ma_breach,8,-0.537,False,-15281.59,364.76
BSE,2021-08-26,2021-08-31,127.75,118.2,113.12,2.0,,,2021-09-23,124.69,ma_breach,16,-0.209,False,-6330.25,455.19
PNCINFRA,2021-06-29,2021-07-01,285.63,262.32,244.51,2.0,2021-09-07,367.8738713706426,2021-10-01,369.04,time,63,2.014,False,49942.25,405.62
ECLERX,2021-06-10,2021-06-15,598.08,458.71,432.66,2.0,,,2021-10-04,731.8,ma_breach,76,0.808,False,19248.9,198.35
HATSUN,2021-07-08,2021-07-13,975.16,884.71,861.52,2.0,2021-09-13,1202.44966290891,2021-10-13,1385.39,time,63,2.805,False,72558.37,529.71
ASTERDM,2021-08-17,2021-08-23,148.78,139.68,121.21,2.0,,,2021-10-20,150.14,ma_breach,40,0.049,False,284.59,271.62
BALKRISIND,2021-09-20,2021-09-23,2622.24,2420.72,2360.93,2.0,,,2021-10-20,2360.93,stop,18,-1.0,False,-29587.72,545.49
MPHASIS,2021-10-14,2021-10-20,3269.71,3162.48,2948.91,2.0,,,2021-10-22,2948.91,stop,2,-1.0,True,-33066.81,619.38
DELTACORP,2021-09-02,2021-09-07,210.86,209.89,182.54,2.0,2021-10-01,267.4949888904847,2021-10-25,247.17,trail,32,1.641,False,44184.26,453.32
SCHAEFFLER,2021-07-22,2021-07-26,1295.78,1157.46,1062.12,2.0,,,2021-10-28,1399.52,ma_breach,65,0.444,False,10808.37,308.91
IDBI,2021-09-28,2021-10-01,43.06,42.92,38.76,2.0,2021-10-12,51.655471323392256,2021-10-29,46.93,trail,19,1.45,False,40714.71,620.04
EQUITAS,2021-10-20,2021-10-22,133.5,128.8,123.38,2.0,,,2021-11-15,123.38,stop,15,-1.0,False,-33675.06,784.78
BHEL,2021-10-08,2021-10-13,70.75,65.37,62.15,2.0,,,2021-11-16,63.25,ma_breach,22,-0.872,False,-27916.99,483.29
INDIGO,2021-11-11,2021-11-16,2345.99,2194.29,2120.84,2.0,,,2021-11-23,2120.84,stop,4,-1.0,False,-30603.53,586.23
CYIENT,2021-07-14,2021-07-19,945.55,795.98,771.46,2.0,,,2021-12-01,924.64,ma_breach,91,-0.12,False,-4282.9,291.76
TTKPRESTIG,2021-10-26,2021-10-28,1106.7,958.17,902.91,2.0,,,2021-12-01,970.8,ma_breach,22,-0.667,False,-21051.18,305.46
CRISIL,2021-11-11,2021-11-15,3030.66,3021.29,2740.4,2.0,,,2021-12-06,2740.4,stop,14,-1.0,False,-31705.77,589.38
ELGIEQUIP,2021-11-26,2021-12-01,274.33,263.48,251.39,2.0,2021-12-15,320.23174144164153,2021-12-20,268.69,trail,13,0.877,False,23121.9,725.15
BORORENEW,2021-10-07,2021-10-12,377.4,336.8,324.28,2.0,2021-10-19,483.64916949462895,2021-12-28,593.99,trail,52,3.039,False,88322.72,511.48
APLAPOLLO,2021-12-10,2021-12-15,1044.57,978.39,916.17,2.0,,,2022-01-07,932.03,ma_breach,17,-0.876,False,-29028.92,480.3
TCIEXP,2021-12-21,2021-12-22,2299.32,2299.32,1745.46,2.0,,,2022-01-11,2057.24,ma_breach,14,-0.437,False,-13964.14,236.41
BSOFT,2021-11-17,2021-11-23,454.53,454.53,412.51,2.0,2022-01-03,538.5751983429831,2022-01-19,497.26,trail,41,1.508,False,43642.42,688.55
TANLA,2021-10-20,2021-10-25,1040.93,951.04,887.73,2.0,2021-11-18,1347.3191354568391,2022-01-24,1663.62,trail,63,3.032,False,88103.61,492.39
ECLERX,2021-12-30,2022-01-04,933.46,825.64,798.32,2.0,,,2022-01-24,798.32,stop,14,-1.0,False,-32378.52,397.1
PRSMJOHNSN,2022-01-07,2022-01-12,152.5,136.4,129.97,2.0,,,2022-01-25,129.97,stop,9,-1.0,False,-35310.47,415.12
SUZLON,2021-12-24,2021-12-28,8.17,7.44,6.83,2.0,2022-01-12,10.848605132102966,2022-02-08,10.01,trail,29,1.685,False,48868.81,415.02
BCG,2022-01-06,2022-01-07,101.41,96.59,87.34,2.0,,,2022-02-09,99.09,ma_breach,22,-0.165,False,-6600.16,437.79
LINDEINDIA,2022-01-20,2022-01-24,2820.81,2615.93,2548.55,2.0,,,2022-02-14,2548.55,stop,14,-1.0,True,-35243.08,650.17
FACT,2022-01-25,2022-01-27,144.17,144.17,122.82,2.0,,,2022-02-14,122.82,stop,12,-1.0,False,-32120.66,384.8
ADANIGREEN,2021-12-01,2021-12-06,1398.3,1336.8,1233.77,2.0,2022-01-17,1727.3701464843748,2022-02-15,1781.93,trail,50,2.166,False,62907.53,565.61
ASAHIINDIA,2021-10-27,2021-11-01,434.7,390.23,347.69,2.0,,,2022-02-17,514.79,ma_breach,75,0.92,False,25924.95,320.65
AMBER,2022-01-31,2022-02-03,3650.0,3650.0,3150.45,2.0,,,2022-02-21,3322.2,ma_breach,12,-0.656,False,-22792.65,451.2
RENUKA,2022-02-09,2022-02-14,38.05,38.05,33.72,2.0,,,2022-02-21,33.72,stop,5,-1.0,False,-33192.7,519.55
TV18BRDCST,2022-01-18,2022-01-20,52.95,50.85,46.1,2.0,2022-02-03,66.6423,2022-02-22,60.25,trail,22,1.533,True,49231.33,567.87
POLYPLEX,2022-02-07,2022-02-10,1932.96,1745.55,1705.82,2.0,,,2022-02-22,1705.82,stop,8,-1.0,True,-33517.77,508.44
AAVAS,2022-02-16,2022-02-21,3068.5,3045.95,2878.17,2.0,,,2022-02-22,2878.17,stop,1,-1.0,True,-31558.23,933.5
LINDEINDIA,2022-02-17,2022-02-22,2867.32,2720.84,2634.12,2.0,,,2022-02-24,2634.12,stop,2,-1.0,False,-31541.2,687.34
AAVAS,2022-02-22,2022-02-23,3079.45,3079.45,2848.15,2.0,,,2022-02-25,2848.15,stop,2,-1.0,False,-29972.13,734.23
JSWENERGY,2022-02-10,2022-02-15,316.82,316.82,294.16,2.0,,,2022-03-08,294.16,stop,14,-1.0,False,-32635.92,803.97
POWERINDIA,2022-02-17,2022-02-22,2980.38,2980.38,2818.28,2.0,2022-02-23,3304.5968019260094,2022-04-19,3291.55,trail,36,1.96,False,53149.15,1128.43
NH,2022-02-22,2022-02-25,643.51,643.51,593.78,2.0,2022-03-29,742.973115100025,2022-04-25,689.17,trail,37,1.459,False,37309.8,748.18
BALRAMCHIN,2022-03-03,2022-03-08,436.09,428.06,403.56,2.0,2022-03-14,501.14142000414864,2022-04-25,457.77,trail,31,1.333,False,36450.92,799.91
TV18BRDCST,2022-03-08,2022-03-10,67.8,61.2,58.19,2.0,,,2022-04-29,58.19,stop,33,-1.0,False,-29089.73,372.65
MAXHEALTH,2022-04-20,2022-04-25,415.86,415.86,370.34,2.0,,,2022-05-04,370.34,stop,6,-1.0,False,-33429.41,560.02
MAZDOCK,2022-04-12,2022-04-19,159.85,159.73,138.21,2.0,,,2022-05-05,138.21,stop,11,-1.0,False,-34939.35,459.07
RCF,2022-04-01,2022-04-06,91.62,89.17,81.59,2.0,,,2022-05-06,81.59,stop,19,-1.0,False,-33513.53,561.29
CRISIL,2022-04-27,2022-05-02,3484.46,3184.24,3127.67,2.0,,,2022-05-06,3127.67,stop,3,-1.0,False,-32731.1,569.65
JKPAPER,2022-03-11,2022-03-14,254.55,254.55,219.52,2.0,2022-04-06,324.6230738628585,2022-05-09,309.59,trail,36,1.785,False,50997.87,481.44
ADANIENSOL,2022-02-22,2022-02-24,1990.0,1985.0,1808.29,2.0,2022-03-04,2353.420248779297,2022-05-10,2580.34,trail,48,2.624,False,73286.43,708.09
AMBER,2022-04-28,2022-05-04,3928.0,3671.0,3438.36,2.0,,,2022-05-10,3438.36,stop,4,-1.0,False,-31628.23,452.03
ABB,2022-05-05,2022-05-09,2248.82,2248.82,2044.88,2.0,,,2022-05-10,2044.88,stop,1,-1.0,False,-29444.51,597.28
LINDEINDIA,2022-05-06,2022-05-10,3499.78,3499.78,3254.03,2.0,,,2022-05-11,3254.03,stop,1,-1.0,False,-29354.94,768.73
CRISIL,2022-05-09,2022-05-11,3127.1,3127.1,2948.78,2.0,,,2022-05-12,2948.78,stop,1,-1.0,False,-29636.15,902.21
SOLARINDS,2022-05-02,2022-05-06,2961.19,2931.28,2700.18,2.0,,,2022-05-17,2793.96,ma_breach,7,-0.641,False,-20853.17,640.48
BANDHANBNK,2022-05-13,2022-05-17,334.07,325.08,301.63,2.0,,,2022-05-24,308.23,ma_breach,5,-0.796,False,-21121.71,502.53
ATGL,2022-05-11,2022-05-13,2450.41,2450.41,2230.55,2.0,,,2022-05-25,2230.55,stop,8,-1.0,False,-25904.4,531.16
EASEMYTRIP,2022-05-19,2022-05-24,28.67,26.12,24.77,2.0,,,2022-05-27,24.77,stop,3,-1.0,True,-26436.77,353.35
NLCINDIA,2022-05-17,2022-05-20,74.73,72.91,64.83,2.0,,,2022-06-09,67.31,ma_breach,14,-0.75,False,-19647.18,363.21
ATGL,2022-05-26,2022-05-27,2436.43,2435.03,2139.72,2.0,,,2022-06-15,2380.21,ma_breach,13,-0.189,False,-5427.84,402.91
HOMEFIRST,2022-05-02,2022-05-05,740.01,738.43,666.03,2.0,,,2022-06-16,739.51,ma_breach,30,-0.007,False,-2207.62,575.97
OIL,2022-06-06,2022-06-09,156.99,156.99,139.8,2.0,,,2022-06-17,139.8,stop,6,-1.0,False,-25470.12,426.47
BDL,2022-05-11,2022-05-12,318.94,318.94,296.47,2.0,2022-05-20,363.86966501969414,2022-06-20,366.28,trail,27,2.054,False,50611.16,770.97
COROMANDEL,2022-06-13,2022-06-16,936.93,894.29,861.72,2.0,,,2022-06-20,861.72,stop,2,-1.0,False,-25033.9,573.98
MRPL,2022-06-21,2022-06-23,84.56,81.33,75.62,2.0,,,2022-07-04,75.62,stop,7,-1.0,False,-24106.37,418.12
JAMNAAUTO,2022-06-30,2022-07-04,119.25,115.77,112.18,2.0,,,2022-08-04,112.18,stop,23,-1.0,False,-27244.4,799.9
ASAHIINDIA,2022-06-15,2022-06-20,458.32,441.72,425.38,2.0,2022-06-24,524.1936084533454,2022-08-08,542.02,trail,35,2.271,False,50509.49,702.15
TATAELXSI,2022-08-03,2022-08-08,8897.39,8466.71,8200.77,2.0,,,2022-09-09,8441.89,ma_breach,21,-0.654,False,-17404.29,620.03
GESHIP,2022-07-18,2022-07-21,392.31,359.87,340.37,2.0,2022-08-24,496.1939287444745,2022-09-12,448.02,trail,34,1.536,False,36653.94,412.71
PHOENIXLTD,2022-06-17,2022-06-21,548.37,548.37,511.35,2.0,2022-07-07,622.3898085181632,2022-09-21,709.51,time,63,3.177,False,69013.28,739.46
CHOLAFIN,2022-08-01,2022-08-04,758.84,734.54,684.35,2.0,,,2022-09-28,711.82,ma_breach,36,-0.631,False,-16852.35,499.03
ASHOKLEY,2022-05-20,2022-05-25,64.25,60.05,57.42,2.0,,,2022-09-30,68.0,ma_breach,89,0.549,False,13066.06,492.06
IIFLWAM,2022-09-06,2022-09-09,418.4,405.91,384.9,2.0,,,2022-10-27,411.06,ma_breach,32,-0.219,False,-9718.74,641.48
FLUOROCHEM,2022-09-27,2022-09-30,3901.52,3663.16,3555.88,2.0,,,2022-11-14,3555.88,stop,28,-1.0,False,-25835.82,536.58
RENUKA,2022-09-20,2022-09-21,57.75,57.75,49.5,2.0,,,2022-11-15,56.95,ma_breach,36,-0.097,False,-3170.07,361.27
ASTERDM,2022-09-27,2022-09-28,192.44,192.44,174.66,2.0,,,2022-11-15,174.66,stop,31,-1.0,True,-26696.34,514.26
AIAENG,2022-11-10,2022-11-15,2729.45,2654.43,2576.13,2.0,,,2022-11-16,2576.13,stop,1,-1.0,False,-26735.2,825.22
ALLCARGO,2022-09-07,2022-09-12,94.38,82.26,78.49,2.0,,,2022-12-08,102.52,ma_breach,60,0.513,False,12050.51,318.27
KEI,2022-10-21,2022-10-27,1642.28,1532.18,1481.05,2.0,,,2022-12-14,1481.05,stop,33,-1.0,False,-26192.26,475.18
KALYANKJIL,2022-12-09,2022-12-14,119.13,111.1,107.52,2.0,,,2022-12-23,107.52,stop,7,-1.0,False,-25562.09,466.95
LINDEINDIA,2022-12-22,2022-12-23,3503.46,3503.46,3253.43,2.0,,,2022-12-26,3253.43,stop,1,-1.0,True,-25585.23,631.68
HDFCBANK,2022-11-11,2022-11-16,774.86,774.86,727.27,2.0,,,2023-01-10,757.34,ma_breach,39,-0.368,False,-9966.85,753.33
GODFRYPHLP,2023-01-06,2023-01-10,671.43,647.1,613.8,2.0,,,2023-01-16,613.8,stop,4,-1.0,False,-24499.26,506.74
HUDCO,2022-11-15,2022-11-17,42.18,37.43,35.53,2.0,,,2023-01-17,45.51,ma_breach,43,0.501,False,10476.83,303.9
IIFL,2023-01-17,2023-01-18,507.88,507.88,460.99,2.0,,,2023-01-24,460.99,stop,4,-1.0,False,-23905.5,460.59
SCI,2023-01-02,2023-01-04,140.71,136.14,122.37,2.0,,,2023-01-27,122.37,stop,16,-1.0,False,-24221.56,330.82
MAHABANK,2023-01-11,2023-01-16,28.19,27.44,25.56,2.0,,,2023-01-27,25.56,stop,8,-1.0,False,-23410.77,461.76
AEGISLOG,2022-12-26,2022-12-27,334.27,334.27,308.4,2.0,,,2023-01-30,323.06,ma_breach,23,-0.433,False,-11649.67,567.05
SWANENERGY,2022-11-11,2022-11-14,246.95,246.95,214.59,2.0,2022-12-30,311.67959999999994,2023-02-01,317.37,trail,56,2.088,False,48849.23,418.04
IIFL,2023-01-31,2023-02-03,510.08,510.08,455.56,2.0,,,2023-02-14,463.44,ma_breach,7,-0.855,False,-20248.57,393.85
APOLLOTYRE,2023-01-31,2023-02-03,321.97,311.4,300.72,2.0,,,2023-02-27,300.72,stop,16,-1.0,False,-23220.73,646.26
RATNAMANI,2023-01-27,2023-01-31,2041.59,1980.93,1910.58,2.0,2023-02-03,2303.6300991936478,2023-02-28,2033.69,trail,20,0.97,False,15575.98,652.25
BLUESTARCO,2023-01-23,2023-01-27,613.35,612.29,589.3,2.0,2023-02-03,661.4435800844622,2023-03-20,684.42,trail,35,2.478,False,48037.86,1134.41
KPITTECH,2023-03-15,2023-03-20,855.3,841.91,768.01,2.0,,,2023-04-03,768.01,stop,9,-1.0,False,-22055.51,396.86
RADICO,2023-02-22,2023-02-27,1156.32,1098.74,1074.05,2.0,,,2023-04-11,1074.05,stop,27,-1.0,False,-23976.24,593.72
APARINDS,2023-01-31,2023-02-01,1729.7,1648.39,1326.29,2.0,2023-04-03,2536.5131787676783,2023-05-09,2614.67,trail,63,2.097,False,42900.58,222.31
ABCAPITAL,2023-03-28,2023-04-03,154.0,149.1,143.46,2.0,2023-05-08,175.0871878051758,2023-05-19,158.55,trail,30,1.216,False,25331.02,663.94
EQUITASBNK,2023-02-21,2023-02-24,68.37,62.85,59.8,2.0,2023-05-30,85.49322769977621,2023-06-01,85.72,time,63,2.013,False,43047.28,396.93
IGL,2023-04-05,2023-04-11,221.22,209.88,198.48,2.0,,,2023-06-06,219.24,ma_breach,38,-0.087,False,-2591.13,411.47
TRITURBINE,2023-02-27,2023-03-02,336.35,306.17,285.27,2.0,,,2023-07-19,394.17,ma_breach,92,1.132,False,23714.08,313.49
ABB,2023-05-04,2023-05-09,3745.88,3596.44,3389.06,2.0,2023-07-12,4459.53140794648,2023-07-20,4132.86,trail,51,1.542,False,34096.15,511.73
OLECTRA,2023-05-30,2023-06-02,767.03,718.92,686.26,2.0,2023-06-13,928.5781580929448,2023-07-25,1139.79,trail,36,3.307,False,74826.86,510.7
ENGINERSIN,2023-05-03,2023-05-08,94.15,92.54,77.68,2.0,2023-07-21,127.07455477046979,2023-08-04,139.42,time,63,2.375,False,51269.08,304.36
FACT,2023-06-12,2023-06-15,377.26,325.87,314.55,2.0,2023-07-13,502.6729703331542,2023-08-10,452.01,trail,39,1.596,False,37854.98,333.19
KEC,2023-05-19,2023-05-23,546.55,538.47,474.75,2.0,2023-08-02,690.1387934832081,2023-08-22,656.4,time,63,1.765,False,39206.33,384.05
COCHINSHIP,2023-06-05,2023-06-06,279.8,279.8,241.7,2.0,2023-08-16,355.99478519633675,2023-09-05,463.88,time,63,3.416,False,77767.56,416.13
TEJASNET,2023-07-11,2023-07-14,826.48,747.31,701.22,2.0,,,2023-09-26,827.63,ma_breach,50,0.009,False,-1028.28,366.29
RITES,2023-07-21,2023-07-25,222.86,211.72,191.97,2.0,,,2023-10-09,224.2,ma_breach,51,0.043,False,477.0,401.29
MAHABANK,2023-07-17,2023-07-20,30.75,29.64,28.28,2.0,2023-08-11,35.684235219346405,2023-10-20,41.0,trail,63,3.077,False,85040.14,786.62
IRFC,2023-08-03,2023-08-04,44.34,42.92,37.62,2.0,2023-09-04,57.77405957559971,2023-10-23,69.04,trail,53,2.839,False,77742.25,443.79
EDELWEISS,2023-08-11,2023-08-16,50.9,47.57,44.99,2.0,2023-10-04,62.71658800292806,2023-10-23,59.81,trail,46,1.754,False,49231.43,553.87
MAPMYINDIA,2023-09-28,2023-10-04,2101.69,2101.64,1880.72,2.0,,,2023-10-23,1880.72,stop,13,-1.0,False,-35841.12,607.61
CRISIL,2023-10-18,2023-10-23,4048.05,3936.53,3704.57,2.0,,,2023-10-26,3704.57,stop,2,-1.0,False,-36891.19,771.7
JMFINANCIL,2023-08-31,2023-09-05,83.91,73.7,71.11,2.0,,,2023-10-27,76.68,ma_breach,35,-0.565,False,-19172.76,409.51
MTARTECH,2023-08-30,2023-09-04,2785.5,2323.0,2222.78,2.0,,,2023-10-30,2542.4,ma_breach,37,-0.432,False,-14097.71,297.25
ANGELONE,2023-08-08,2023-08-11,166.67,165.62,145.85,2.0,2023-10-13,208.31355335289723,2023-11-15,292.26,time,63,4.016,False,113468.16,570.97
BBTC,2023-10-19,2023-10-23,1446.79,1179.65,1143.19,2.0,,,2023-12-15,1345.71,ma_breach,36,-0.333,False,-12483.96,314.48
MAPMYINDIA,2023-10-25,2023-10-26,1982.11,1982.11,1863.65,2.0,2023-11-16,2219.029594112759,2023-12-20,2081.01,trail,37,1.417,False,43289.27,1114.69
AMBER,2023-11-03,2023-11-08,3372.0,3155.0,2920.78,2.0,,,2023-12-26,3063.0,ma_breach,31,-0.685,False,-24143.66,484.63
MOTILALOFS,2023-10-10,2023-10-13,976.45,901.95,879.2,2.0,2023-11-15,1170.9655727248187,2024-01-01,1142.4,trail,52,1.853,True,60604.17,748.29
SWANENERGY,2023-10-25,2023-10-27,333.0,315.8,295.0,2.0,2023-11-08,408.9906,2024-01-31,639.05,time,63,5.027,False,158540.67,717.09
IDEA,2023-12-27,2024-01-01,16.2,13.5,13.19,2.0,,,2024-02-02,14.3,ma_breach,22,-0.631,False,-25405.91,396.38
SJVN,2023-12-21,2023-12-27,90.41,86.68,77.62,2.0,2024-01-29,115.98083833806983,2024-02-12,115.57,trail,31,1.984,False,74922.36,617.92
BHEL,2023-11-10,2023-11-16,137.0,129.82,123.31,2.0,2023-11-29,164.3638001361803,2024-02-13,210.08,trail,59,3.67,False,131753.85,860.53
HUDCO,2023-12-12,2023-12-15,106.79,93.39,85.68,2.0,2024-01-19,148.99545509475064,2024-02-13,156.81,trail,39,2.185,False,84577.0,481.13
MEDANTA,2023-11-09,2023-11-15,919.67,868.39,814.89,2.0,2024-01-23,1129.2254793339184,2024-02-16,1435.13,time,63,3.46,False,120426.52,747.34
JMFINANCIL,2023-12-15,2023-12-20,95.71,95.15,83.27,2.0,,,2024-02-22,96.22,ma_breach,43,0.041,False,528.64,605.45
ACI,2024-02-19,2024-02-22,757.64,735.88,657.09,2.0,,,2024-03-11,657.09,stop,11,-1.0,False,-48985.44,656.84
BORORENEW,2024-02-13,2024-02-14,552.1,552.1,481.82,2.0,,,2024-03-12,528.0,ma_breach,18,-0.343,False,-16382.13,679.4
GICRE,2024-01-17,2024-01-23,348.14,306.02,290.03,2.0,,,2024-03-13,327.22,ma_breach,34,-0.36,False,-17618.21,511.1
RITES,2024-01-25,2024-01-31,341.58,325.65,272.48,2.0,,,2024-03-13,272.48,stop,29,-1.0,False,-46830.44,409.57
IRCON,2024-02-13,2024-02-16,225.7,205.69,184.64,2.0,,,2024-03-13,184.64,stop,17,-1.0,False,-46953.74,460.95
NIACL,2023-11-24,2023-11-29,224.19,205.51,171.9,2.0,,,2024-03-14,214.85,ma_breach,72,-0.179,False,-7260.6,314.63
NSLNISP,2024-01-24,2024-01-29,62.0,55.0,51.05,2.0,,,2024-03-14,51.05,stop,32,-1.0,False,-46319.46,461.48
IOB,2024-02-05,2024-02-08,81.8,66.1,55.94,2.0,,,2024-03-14,55.94,stop,24,-1.0,False,-49778.0,262.67
GRAPHITE,2024-03-07,2024-03-13,619.4,619.4,572.66,2.0,,,2024-03-14,572.66,stop,1,-1.0,False,-44503.58,1085.21
ICICIPRULI,2024-03-06,2024-03-12,597.56,576.48,545.61,2.0,,,2024-03-19,545.61,stop,5,-1.0,False,-45221.3,957.27
SJVN,2024-03-14,2024-03-15,115.76,115.76,94.49,2.0,,,2024-03-22,116.53,ma_breach,5,0.036,False,646.52,424.71
ADANIGREEN,2024-03-14,2024-03-15,1913.0,1913.0,1661.54,2.0,,,2024-04-18,1829.7,ma_breach,20,-0.331,False,-13923.57,578.78
REDINGTON,2024-03-12,2024-03-14,195.84,195.84,184.82,2.0,2024-04-08,217.89102425817356,2024-05-06,199.02,trail,32,1.144,False,42028.18,1429.93
GESHIP,2024-03-14,2024-03-19,949.14,912.64,846.27,2.0,,,2024-05-10,912.64,ma_breach,33,-0.355,False,-16275.97,704.35
KFINTECH,2024-04-30,2024-05-06,783.12,756.25,716.57,2.0,,,2024-05-22,716.57,stop,11,-1.0,False,-45929.99,959.37
ENGINERSIN,2024-05-16,2024-05-22,263.42,248.47,238.27,2.0,,,2024-05-28,238.27,stop,4,-1.0,False,-43948.43,846.53
CGPOWER,2024-03-19,2024-03-22,539.13,478.29,461.05,2.0,2024-06-03,695.3055522201321,2024-06-04,595.34,trail,46,1.36,False,50301.79,572.58
AEGISLOG,2024-04-15,2024-04-18,518.88,493.18,443.61,2.0,2024-04-29,669.4264445073294,2024-06-04,625.51,trail,31,1.708,False,65403.6,603.08
GODFRYPHLP,2024-05-08,2024-05-10,1125.86,1076.87,1018.6,2.0,2024-05-17,1340.3825627984204,2024-06-04,1151.88,trail,16,1.121,False,41511.88,879.38
PFC,2024-05-23,2024-05-28,478.64,439.33,426.51,2.0,,,2024-06-04,426.51,stop,5,-1.0,False,-45635.98,768.39
