,blend
2022-02-14,-0.03042504037463977
2022-02-15,0.011447068333778673
2022-02-16,0.004327710801676482
2022-02-17,-0.005321549270576698
2022-02-18,-0.004063685703042379
2022-02-21,-0.0068352788532241365
2022-02-22,-0.01173684486284466
2022-02-23,-4.5278277111076865e-05
2022-02-24,-0.043687370442101914
2022-02-25,0.024812549954056018
2022-02-28,0.008478853530049502
2022-03-02,-0.0014957317584534994
2022-03-03,-0.005004574680188766
2022-03-04,-0.014513245796951572
2022-03-07,-0.01918344681359384
2022-03-08,0.014299278103144665
2022-03-09,0.013318736544126712
2022-03-10,0.018312666710087317
2022-03-11,0.014111658966529292
2022-03-14,-0.0017631174560347911
2022-03-15,-0.005428357600756311
2022-03-16,0.011564922691836777
2022-03-17,0.002662821338874295
2022-03-21,-0.0011070084608357936
2022-03-22,0.000513490176998869
2022-03-23,0.0016583506222430965
2022-03-24,-0.0029847259175919444
2022-03-25,-0.004613982970974033
2022-03-28,0.0015628721380653203
2022-03-29,-0.00207757668590729
2022-03-30,0.006199384514622933
2022-03-31,-0.001772904094281856
2022-04-01,0.009467738833338535
2022-04-04,0.011844202532882065
2022-04-05,0.011849929786127426
2022-04-06,0.001256234977799949
2022-04-07,0.00407529827337453
2022-04-08,0.011997878495885064
2022-04-11,0.021470259950086494
2022-04-12,-0.011940706819119781
2022-04-13,-0.0038938095659900806
2022-04-18,0.004195357228917221
2022-04-19,-0.003584506644435141
2022-04-20,0.006364768100256563
2022-04-21,0.013046630338340907
2022-04-22,0.003671931957927113
