PREMIER ENERGIES LIMITED (XNSE:PREMIERENE),PREMIERENE,PREMIERENE.NS,,,,,,,,,,,,
NLC INDIA LIMITED (XNSE:NLCINDIA),NLCINDIA,NLCINDIA.NS,,,,,,,,,,,,
VALOR ESTATE LIMITED (XNSE:DBREALTY),DBREALTY,DBREALTY.NS,,,,,,,,,,,,
RAYMOND LIFESTYLE LIMITED (XNSE:RAYMONDLSL),RAYMONDLSL,RAYMONDLSL.NS,,,,,,,,,,,,
PG ELECTROPLAST LIMITED (XNSE:PGEL),PGEL,PGEL.NS,,,,,,,,,,,,
Fsn E-Commerce Ventures Ltd (XNSE:NYKAA),NYKAA,NYKAA.NS,,,,,,,,,,,,
WOCKHARDT LIMITED (XNSE:WOCKPHARMA),WOCKPHARMA,WOCKPHARMA.NS,,,,,,,,,,,,
COCHIN SHIPYARD LIMITED (XNSE:COCHINSHIP),COCHINSHIP,COCHINSHIP.NS,,,,,,,,,,,,
PIRAMAL PHARMA LIMITED (XNSE:PPLPHARMA),PPLPHARMA,PPLPHARMA.NS,,,,,,,,,,,,
HOME FIRST FINANCE COMPANY INDIA LIMITED (XNSE:HOMEFIRST),HOMEFIRST,HOMEFIRST.NS,,,,,,,,,,,,
UNO MINDA LIMITED (XNSE:UNOMINDA),UNOMINDA,UNOMINDA.NS,,,,,,,,,,,,
RBL BANK LIMITED (XNSE:RBLBANK),RBLBANK,RBLBANK.NS,,,,,,,,,,,,
ASTRAZENECA PHARMA INDIA LIMITED (XNSE:ASTRAZEN),ASTRAZEN,ASTRAZEN.NS,,,,,,,,,,,,
WAAREE ENERGIES LIMITED (XNSE:WAAREEENER),WAAREEENER,WAAREEENER.NS,,,,,,,,,,,,
HINDUSTAN AERONAUTICS LIMITED (XNSE:HAL),HAL,HAL.NS,,,,,,,,,,,,
ALKYL AMINES CHEMICALS LIMITED (XNSE:ALKYLAMINE),ALKYLAMINE,ALKYLAMINE.NS,,,,,,,,,,,,
HONASA CONSUMER LIMITED (XNSE:HONASA),HONASA,HONASA.NS,,,,,,,,,,,,
SHRIRAM FINANCE LIMITED (XNSE:SHRIRAMFIN),SHRIRAMFIN,SHRIRAMFIN.NS,,,,,,,,,,,,
KIRLOSKAR BROTHERS LIMITED (XNSE:KIRLOSBROS),KIRLOSBROS,KIRLOSBROS.NS,,,,,,,,,,,,
BEML LIMITED (XNSE:BEML),BEML,BEML.NS,,,,,,,,,,,,
CG POWER AND INDUSTRIAL SOLUTIONS LIMITED (XNSE:CGPOWER),CGPOWER,CGPOWER.NS,,,,,,,,,,,,
ASAHI INDIA GLASS LIMITED (XNSE:ASAHIINDIA),ASAHIINDIA,ASAHIINDIA.NS,,,,,,,,,,,,
BHARAT DYNAMICS LIMITED (XNSE:BDL),BDL,BDL.NS,,,,,,,,,,,,
STERLING AND WILSON RENEWABLE ENERGY LIMITED (XNSE:SWSOLAR),SWSOLAR,SWSOLAR.NS,,,,,,,,,,,,
DATA PATTERNS (INDIA) LIMITED (XNSE:DATAPATTNS),DATAPATTNS,DATAPATTNS.NS,,,,,,,,,,,,
ATUL LIMITED (XNSE:ATUL),ATUL,ATUL.NS,,,,,,,,,,,,
ROUTE MOBILE LIMITED (XNSE:ROUTE),ROUTE,ROUTE.NS,,,,,,,,,,,,
Axis Bank Limited (XNSE:AXISBANK),AXISBANK,AXISBANK.NS,,,,,,,,,,,,
ALOK INDUSTRIES LIMITED (XNSE:ALOKINDS),ALOKINDS,ALOKINDS.NS,,,,,,,,,,,,
NEWGEN SOFTWARE TECHNOLOGIES LIMITED (XNSE:NEWGEN),NEWGEN,NEWGEN.NS,,,,,,,,,,,,
CLEAN SCIENCE AND TECHNOLOGY LIMITED (XNSE:CLEAN),CLEAN,CLEAN.NS,,,,,,,,,,,,
