tv_symbol,grade,signal_week,sig_ctl_pct,sig_body_frac,sig_range_pct,entry_date,entry,stop,risk_pct,ext_vs_sma,crs_rank,exit_date,exit_px,pct_move,R,mfe_pct,mfe_R,mae_pct,reason,weeks_held,split_flag
NSE:INDIGO,A,2021-09-03,9.7,0.84,11.92,2021-09-06,1981.15,1783.04,10.0,18.46,0.01,2022-03-07,1665.19,-15.95,-1.6,19.93,1.99,-19.67,stop,26.0,
NSE:INDUSINDBK,A,2021-09-17,12.15,0.65,19.53,2021-09-20,1080.32,972.29,10.0,15.42,0.0,2021-11-29,898.07,-16.87,-1.69,11.39,1.14,-20.28,stop,10.0,
NSE:PHOENIXLTD,B,2021-09-24,12.51,0.76,15.93,2021-09-30,468.96,422.07,10.0,18.56,0.01,2022-02-28,462.27,-1.43,-0.14,26.46,2.65,-5.81,wk20,21.6,
NSE:MRPL,B,2021-10-01,12.98,0.63,21.92,2021-10-05,48.55,43.69,10.01,18.56,0.04,2021-12-06,43.92,-9.54,-0.95,14.79,1.48,-14.6,stop,8.9,
NSE:SUZLON,B,2021-10-08,10.96,0.79,14.62,2021-10-13,6.79,6.12,9.87,19.6,0.01,2022-01-24,10.79,58.91,3.94,77.15,7.82,-11.42,blowoff_half,14.7,
NSE:IFBIND,B,2021-10-22,10.72,0.83,13.82,2021-10-26,1290.0,1161.0,10.0,15.15,0.01,2021-12-06,1135.0,-12.02,-1.2,5.88,0.59,-15.76,stop,5.9,
NSE:IRCON,B,2021-10-22,13.19,0.53,18.21,2021-10-26,43.2,39.46,8.66,12.52,0.02,2022-02-21,38.49,-10.9,-1.26,3.58,0.41,-11.73,stop,16.9,
NSE:RVNL,B,2021-10-22,28.22,1.0,39.32,2021-10-29,32.19,28.97,10.0,19.79,0.24,2022-02-28,28.24,-12.27,-1.23,13.59,1.36,-17.67,stop,17.4,
NSE:INDIACEM,A,2021-10-29,8.27,0.42,10.24,2021-11-01,205.79,188.4,8.45,15.03,0.02,2021-11-29,186.35,-9.45,-1.12,12.35,1.46,-11.38,stop,4.0,
NSE:AMBER,A,2021-11-04,12.71,0.68,16.41,2021-11-08,3540.0,3186.0,10.0,15.57,0.01,2022-05-23,2717.1,-23.25,-2.33,13.73,1.37,-31.9,stop,28.0,
NSE:SHRIRAMFIN,A,2021-11-04,14.09,0.64,18.31,2021-11-08,299.21,269.29,10.0,18.97,0.04,2021-11-29,265.2,-11.37,-1.14,4.88,0.49,-14.15,stop,3.0,
NSE:KARURVYSYA,B,2021-11-12,14.74,0.88,18.17,2021-11-16,44.36,39.92,10.01,11.29,0.01,2021-11-29,38.81,-12.51,-1.25,0.09,0.01,-19.95,stop,1.9,
NSE:WELCORP,A,2021-11-18,9.49,0.35,16.8,2021-11-22,145.79,132.25,9.29,15.68,0.03,2022-01-24,169.19,16.05,1.86,27.7,2.98,-7.19,blowoff_half,9.0,
NSE:CAPLIPOINT,A,2021-12-03,10.83,0.46,13.49,2021-12-06,795.32,715.79,10.0,19.78,0.11,2022-02-28,667.68,-16.05,-1.6,9.63,0.96,-19.75,stop,12.0,
NSE:EIDPARRY,B,2021-12-03,16.77,0.31,21.14,2021-12-07,456.64,410.97,10.0,18.39,0.11,2022-02-21,393.51,-13.82,-1.38,12.31,1.23,-15.89,stop,10.9,
NSE:ZENSARTECH,B,2021-12-03,13.39,0.13,19.02,2021-12-08,404.25,363.83,10.0,18.31,0.12,2022-01-17,446.05,10.34,1.52,25.23,2.52,0.0,trail,5.7,
NSE:INOXLEISUR,B,2021-12-10,15.46,0.51,24.22,2021-12-14,390.0,351.0,10.0,17.4,0.12,2022-05-09,447.7,14.79,1.74,44.51,4.45,-12.21,trail,20.9,
NSE:INDIANB,B,2021-12-10,11.83,0.74,15.68,2021-12-14,136.29,122.7,9.97,15.12,0.09,2021-12-27,118.36,-13.16,-1.32,0.8,0.08,-15.07,stop,1.9,
NSE:BAJAJELEC,A,2021-12-17,15.39,0.8,20.15,2021-12-20,1169.6,1052.64,10.0,12.88,0.12,2022-02-28,1011.8,-13.49,-1.35,9.52,0.95,-18.21,stop,10.0,
NSE:GODREJIND,A,2021-12-17,4.06,0.04,6.21,2021-12-20,600.0,576.2,3.97,9.08,0.03,2022-01-17,631.1,5.18,1.31,10.33,2.61,-4.17,blowoff,4.0,
NSE:KEC,A,2021-12-17,5.69,0.58,7.32,2021-12-20,449.54,421.74,6.18,7.59,0.03,2022-02-21,449.01,-0.12,0.99,19.03,3.08,-2.3,trail,9.0,
NSE:VINATIORGA,A,2021-12-17,4.59,0.59,7.14,2021-12-20,1952.3,1862.62,4.59,10.26,0.04,2022-02-21,1847.84,-5.35,-1.16,8.58,1.87,-9.15,stop,9.0,
NSE:THERMAX,A,2021-12-24,11.53,0.62,14.7,2021-12-27,1700.92,1530.83,10.0,18.94,0.15,2022-05-16,1888.84,11.05,1.55,35.97,3.6,-4.35,trail,20.0,
NSE:HAVELLS,A,2021-12-24,7.91,0.36,11.22,2021-12-27,1318.66,1216.38,7.76,14.51,0.1,2022-01-24,1211.14,-8.15,-1.05,4.43,0.57,-15.34,stop,4.0,
NSE:OIL,A,2021-12-31,12.97,0.6,22.07,2022-01-03,106.96,96.26,10.0,18.95,0.11,2022-03-21,123.05,15.04,1.75,35.63,3.56,-3.77,trail,11.0,
NSE:TATACOMM,A,2021-12-31,7.53,0.59,10.7,2022-01-03,1371.09,1264.75,7.76,14.15,0.07,2022-01-31,1202.97,-12.26,-1.58,8.44,1.09,-15.87,stop,4.0,
NSE:SPARC,A,2021-12-31,14.45,0.84,19.76,2022-01-03,286.8,258.12,10.0,18.96,0.1,2022-02-28,265.0,-7.6,-0.76,21.69,2.17,-12.8,wk20,8.0,
NSE:RAIN,A,2021-12-31,17.01,0.84,23.02,2022-01-03,234.79,211.31,10.0,18.56,0.09,2022-02-28,178.2,-24.1,-2.41,6.3,0.63,-28.8,stop,8.0,
NSE:ABCAPITAL,A,2022-01-07,6.63,0.7,9.27,2022-01-10,133.8,124.0,7.32,15.04,0.06,2022-01-24,123.3,-7.85,-1.07,4.04,0.55,-15.4,stop,2.0,
NSE:ATUL,A,2022-01-14,11.95,0.88,14.56,2022-01-17,10353.91,9318.52,10.0,18.65,0.06,2022-02-21,9072.43,-12.38,-1.24,3.4,0.34,-14.28,stop,5.0,
NSE:HGS,B,2022-01-14,15.25,0.78,18.65,2022-01-19,1339.88,1219.66,8.97,16.25,0.1,2022-01-31,1213.04,-9.47,-1.06,1.25,0.14,-12.1,stop,1.7,
NSE:CHOLAFIN,A,2022-01-21,10.27,0.86,13.25,2022-01-24,654.13,588.71,10.0,18.41,0.11,2022-09-26,725.59,10.92,1.55,24.27,2.43,-9.66,trail,35.0,
NSE:SIS,A,2022-01-21,15.58,0.96,19.22,2022-01-24,507.32,456.59,10.0,15.1,0.07,2022-03-07,436.12,-14.03,-1.4,8.18,0.82,-17.26,stop,6.0,
NSE:ASHOKLEY,A,2022-01-21,5.78,0.05,8.9,2022-01-24,62.33,58.85,5.58,9.18,0.03,2022-02-21,57.14,-8.33,-1.49,0.65,0.12,-11.27,stop,4.0,
NSE:AAVAS,A,2022-01-21,3.49,0.13,6.97,2022-01-24,2834.8,2726.3,3.83,10.62,0.03,2022-02-28,2853.8,0.67,1.09,17.82,4.66,-17.97,trail,5.0,
NSE:KAJARIACER,A,2022-01-28,10.76,0.32,12.33,2022-01-31,1273.89,1146.5,10.0,19.9,0.16,2022-02-28,1088.24,-14.57,-1.46,2.67,0.27,-18.36,stop,4.0,
NSE:GAEL,B,2022-01-28,16.53,0.41,30.35,2022-02-02,99.03,89.12,10.01,18.0,0.18,2022-05-16,149.55,51.01,3.55,97.07,9.7,-14.68,trail,14.7,
NSE:UNIONBANK,B,2022-01-28,12.65,0.45,18.86,2022-02-02,40.51,36.45,10.02,18.47,0.15,2022-02-28,34.46,-14.93,-1.49,10.22,1.02,-19.31,stop,3.7,
NSE:JKPAPER,A,2022-02-04,10.7,0.83,13.36,2022-02-07,224.32,201.88,10.0,15.88,0.08,2022-02-28,200.02,-10.83,-1.08,3.35,0.34,-15.21,stop,3.0,
NSE:BLUESTARCO,A,2022-02-04,17.27,0.85,22.53,2022-02-07,489.29,440.36,10.0,12.39,0.08,2022-07-04,428.43,-12.44,-1.24,21.89,2.19,-14.52,stop,21.0,
NSE:IIFL,B,2022-02-04,11.19,0.43,17.79,2022-02-08,331.64,298.78,9.91,18.61,0.15,2022-02-28,287.8,-13.22,-1.33,2.3,0.23,-16.97,stop,2.9,
NSE:SAREGAMA,A,2022-02-11,10.14,0.11,14.93,2022-02-14,385.72,354.01,8.22,13.31,0.08,2022-03-21,404.8,4.95,1.3,18.82,2.29,-8.46,wk20_half,5.0,
NSE:KNRCON,A,2022-02-18,6.72,0.05,7.84,2022-02-21,311.77,290.95,6.68,14.64,0.1,2022-03-21,275.91,-11.5,-1.72,3.51,0.53,-14.51,stop,4.0,
NSE:CGCL,A,2022-02-18,8.26,0.57,15.84,2022-02-21,565.89,511.99,9.52,16.46,0.11,2022-05-16,572.97,1.25,1.07,34.28,3.6,-9.98,trail,12.0,
NSE:AFFLE,A,2022-02-18,10.85,0.78,15.61,2022-02-21,1175.1,1069.95,8.95,10.65,0.11,2022-05-16,1045.0,-11.07,-1.24,13.74,1.54,-18.3,stop,12.0,
NSE:SUNTECK,A,2022-02-25,14.96,0.51,18.93,2022-02-28,473.83,426.45,10.0,16.9,0.17,2022-03-28,412.86,-12.87,-1.29,4.59,0.46,-13.93,stop,4.0,
NSE:COALINDIA,A,2022-02-25,8.84,0.02,10.67,2022-02-28,120.0,110.06,8.28,13.44,0.15,2022-05-02,134.95,12.46,1.75,28.65,3.46,-1.17,trail,9.0,
NSE:BDL,A,2022-03-04,10.18,0.52,16.77,2022-03-07,219.39,200.07,8.81,14.35,0.2,2022-05-09,335.57,52.96,4.01,101.18,11.49,-2.48,trail,9.0,
NSE:ATGL,B,2022-03-04,16.34,0.86,21.7,2022-03-08,1689.52,1520.57,10.0,17.23,0.3,2022-04-18,2478.87,46.72,3.34,61.94,6.19,-5.38,blowoff_half,5.9,
NSE:JINDALSTEL,B,2022-03-11,11.07,0.79,13.0,2022-03-15,465.92,420.26,9.8,17.27,0.22,2022-05-30,396.29,-14.94,-1.52,22.56,2.3,-21.26,stop,10.9,
NSE:PRESTIGE,B,2022-03-17,13.31,0.75,16.02,2022-03-22,467.33,420.6,10.0,15.42,0.14,2022-05-30,416.68,-10.84,-1.08,11.77,1.18,-15.49,stop,9.9,
NSE:ADANIENT,B,2022-03-17,7.31,0.64,8.12,2022-03-22,1798.93,1682.89,6.45,13.71,0.13,2022-05-16,2078.01,15.51,2.2,34.28,5.31,-0.72,trail,7.9,
NSE:ZEEL,A,2022-03-25,17.64,0.56,26.41,2022-03-28,284.02,255.61,10.0,12.66,0.11,2022-05-02,235.62,-17.04,-1.7,4.47,0.45,-17.68,stop,5.0,
NSE:NMDC,A,2022-03-25,5.19,0.42,7.92,2022-03-28,34.31,32.36,5.68,12.9,0.13,2022-05-16,29.97,-12.65,-2.22,10.99,1.93,-14.33,stop,7.0,
NSE:CRISIL,A,2022-04-01,9.48,0.48,15.53,2022-04-04,3163.05,2846.75,10.0,18.95,0.12,2022-10-24,2811.2,-11.12,-1.11,15.52,1.55,-12.6,stop,29.0,
NSE:NLCINDIA,A,2022-04-08,9.28,0.73,13.57,2022-04-11,64.98,58.78,9.54,17.65,0.13,2022-06-20,57.42,-11.63,-1.22,29.6,3.1,-18.23,stop,10.0,
NSE:AUBANK,A,2022-04-08,8.4,0.76,10.5,2022-04-11,691.49,633.01,8.46,16.57,0.11,2022-06-06,630.35,-8.84,-1.05,5.47,0.65,-12.45,stop,8.0,
NSE:ALOKINDS,A,2022-04-08,8.49,0.81,10.8,2022-04-11,29.1,26.4,9.28,15.4,0.11,2022-04-25,24.35,-16.32,-1.76,2.41,0.26,-18.73,stop,2.0,
NSE:GODFRYPHLP,A,2022-04-13,15.81,0.86,21.78,2022-04-18,403.66,363.3,10.0,17.4,0.14,2022-05-09,354.0,-12.3,-1.23,5.76,0.58,-14.22,stop,3.0,
NSE:PHOENIXLTD,A,2022-04-29,10.03,0.46,15.1,2022-05-02,528.52,485.07,8.22,10.85,0.13,2022-10-17,672.59,27.26,2.66,38.73,4.71,-7.42,blowoff_half,24.0,
NSE:SJVN,A,2022-05-06,2.82,0.0,4.17,2022-05-09,25.69,24.83,3.35,3.54,0.08,2022-05-16,24.43,-4.9,-1.47,-0.0,-0.0,-6.66,stop,1.0,
NSE:IOC,A,2022-05-06,2.89,0.05,4.98,2022-05-09,67.26,65.63,2.42,9.25,0.14,2022-05-16,66.38,-1.31,-0.54,0.52,0.22,-5.41,stop,1.0,
NSE:ABB,A,2022-05-06,11.28,0.56,14.7,2022-05-09,2209.51,1988.56,10.0,10.84,0.15,2022-09-26,3062.48,38.6,2.93,52.9,5.29,-7.83,trail,20.0,
NSE:HOMEFIRST,A,2022-05-06,13.32,0.71,18.41,2022-05-09,760.73,684.66,10.0,10.41,0.16,2022-09-12,869.0,14.23,1.71,30.03,3.0,-9.02,trail,18.0,
NSE:POWERINDIA,A,2022-05-13,9.26,0.12,11.92,2022-05-16,3038.95,2743.82,9.71,13.61,0.2,2022-09-19,3498.23,15.11,1.78,28.64,2.95,-6.4,trail,18.0,
NSE:ELGIEQUIP,B,2022-05-20,19.35,0.72,26.62,2022-05-24,323.82,291.44,10.0,19.65,0.28,2022-07-04,344.1,6.26,1.31,27.96,2.8,-4.22,trail,5.9,
NSE:RCF,B,2022-05-20,20.12,0.88,26.54,2022-05-26,84.87,76.38,10.0,14.33,0.34,2022-06-20,72.37,-14.73,-1.47,9.32,0.93,-23.01,stop,3.6,
NSE:NHPC,B,2022-05-27,7.82,0.33,9.46,2022-05-31,29.58,27.14,8.25,14.92,0.19,2022-06-20,26.74,-9.6,-1.16,2.99,0.36,-13.78,stop,2.9,
NSE:SOLARINDS,A,2022-06-03,8.1,0.75,10.56,2022-06-06,2772.56,2567.11,7.41,15.26,0.18,2022-08-29,3328.67,20.06,2.35,27.95,3.77,-5.84,blowoff_half,12.0,
NSE:RTNINDIA,A,2022-06-03,21.0,0.63,39.7,2022-06-06,51.7,46.53,10.0,7.67,0.19,2022-06-13,45.0,-12.96,-1.3,2.32,0.23,-14.51,stop,1.0,
NSE:IIFL,A,2022-06-10,10.09,0.62,17.09,2022-06-13,332.72,311.19,6.47,10.66,0.22,2022-11-07,404.2,21.48,2.66,26.0,4.02,-10.29,blowoff_half,21.0,
NSE:ONGC,A,2022-06-10,7.2,0.79,9.52,2022-06-13,126.19,119.03,5.67,7.74,0.13,2022-06-20,107.97,-14.44,-2.54,1.21,0.21,-19.75,stop,1.0,
NSE:BANKBARODA,A,2022-06-10,5.61,0.5,6.3,2022-06-13,87.76,85.19,2.93,6.21,0.14,2022-06-20,84.57,-3.63,-1.24,0.74,0.25,-9.43,stop,1.0,
NSE:TTML,A,2022-06-10,18.51,0.82,22.71,2022-06-13,137.6,123.84,10.0,16.12,0.18,2022-06-20,123.0,-10.61,-1.06,7.12,0.71,-20.97,stop,1.0,
NSE:NH,A,2022-06-17,1.51,0.25,2.91,2022-06-20,628.06,619.14,1.42,3.41,0.14,2022-07-11,635.44,1.18,0.83,2.92,2.05,-1.42,wk20,3.0,
NSE:AUBANK,A,2022-06-17,7.11,0.54,10.76,2022-06-20,621.04,576.32,7.2,1.63,0.14,2022-07-04,580.05,-6.6,-0.92,1.1,0.15,-10.34,stop,2.0,
NSE:ASAHIINDIA,A,2022-06-17,9.24,0.36,12.51,2022-06-20,458.32,416.32,9.16,3.57,0.14,2022-08-08,565.09,23.3,2.27,31.51,3.44,-5.56,blowoff_half,7.0,
NSE:INOXLEISUR,B,2022-06-24,11.32,0.86,12.95,2022-06-28,498.15,448.33,10.0,19.22,0.28,2023-02-16,508.85,2.15,0.22,24.33,2.43,-6.53,eos,33.3,
NSE:EIDPARRY,A,2022-07-01,5.72,0.28,9.14,2022-07-04,515.85,484.43,6.09,13.5,0.21,2022-12-12,580.61,12.55,2.03,26.7,4.38,-4.25,trail,23.0,
NSE:LINDEINDIA,A,2022-07-01,7.28,0.72,10.84,2022-07-04,3226.41,2982.42,7.56,14.37,0.22,2023-06-26,4353.78,34.94,3.31,42.92,5.68,-9.62,blowoff_half,51.0,
NSE:GESHIP,A,2022-07-01,7.92,0.36,12.07,2022-07-04,335.73,311.47,7.23,13.5,0.24,2022-10-17,446.69,33.05,3.29,52.05,7.2,-1.25,trail,15.0,
NSE:ADANIENSOL,A,2022-07-01,12.44,0.49,22.92,2022-07-04,2448.7,2203.83,10.0,18.74,0.24,2022-10-03,3328.9,35.95,2.8,73.02,7.3,-2.19,trail,13.0,
NSE:M&MFIN,A,2022-07-08,10.82,0.88,12.78,2022-07-11,181.75,163.57,10.0,16.17,0.23,2022-12-12,215.98,18.83,1.88,25.68,2.57,-9.05,blowoff,22.0,
NSE:NHPC,A,2022-07-15,7.8,0.78,9.4,2022-07-18,30.82,28.25,8.34,15.4,0.2,2022-12-19,36.56,18.62,2.12,36.71,4.4,-5.89,trail,22.0,
NSE:INDIANB,A,2022-07-15,7.66,0.55,13.34,2022-07-18,156.65,143.56,8.36,16.46,0.21,2022-12-12,247.6,58.06,4.48,73.98,8.85,-4.05,blowoff_half,21.0,
NSE:SKFINDIA,A,2022-07-22,7.86,0.76,9.41,2022-07-25,3923.11,3595.71,8.35,15.14,0.15,2022-09-19,4446.04,13.33,1.8,24.81,2.97,-2.42,trail,8.0,
NSE:GSFC,A,2022-07-22,14.75,0.83,20.52,2022-07-25,144.73,130.26,10.0,17.16,0.19,2022-09-19,126.17,-12.82,-1.28,6.09,0.61,-15.59,stop,8.0,
NSE:POLYPLEX,B,2022-07-22,10.24,0.76,11.96,2022-07-26,2169.11,1959.72,9.65,14.67,0.15,2022-09-19,1872.15,-13.69,-1.42,7.36,0.76,-15.57,stop,7.9,
NSE:SWANENERGY,B,2022-07-22,15.17,0.8,19.58,2022-07-26,219.0,197.1,10.0,17.28,0.15,2022-12-26,274.75,25.46,2.27,38.36,3.84,-9.57,blowoff_half,21.9,
NSE:NTPC,A,2022-07-29,3.66,0.53,4.82,2022-08-01,134.82,129.93,3.63,10.31,0.09,2022-09-05,146.12,8.38,2.15,10.92,3.01,-1.24,blowoff_half,5.0,
NSE:RATNAMANI,A,2022-07-29,5.75,0.53,7.42,2022-08-01,1669.5,1569.23,6.01,13.56,0.11,2022-09-19,1886.77,13.01,2.08,19.07,3.17,-0.23,blowoff_half,7.0,
NSE:SUNPHARMA,A,2022-07-29,9.2,0.77,11.16,2022-08-01,904.08,823.72,8.89,10.85,0.09,2023-07-31,1112.28,23.03,2.3,24.25,2.73,-8.55,time,52.0,
NSE:EIHOTEL,A,2022-08-05,6.12,0.35,8.53,2022-08-08,154.24,144.76,6.15,12.85,0.1,2022-11-21,163.98,6.31,1.51,31.65,5.15,-3.55,trail,15.0,
NSE:RCF,A,2022-08-05,9.83,0.77,12.23,2022-08-08,89.31,80.38,10.0,16.12,0.12,2022-12-26,102.29,14.53,1.73,54.76,5.48,-9.12,trail,20.0,
NSE:GRINDWELL,A,2022-08-05,11.35,0.66,16.09,2022-08-08,1965.77,1769.19,10.0,16.9,0.1,2023-01-02,1751.83,-10.88,-1.09,15.84,1.58,-11.59,stop,21.0,
NSE:MAZDOCK,A,2022-08-12,11.6,0.86,14.26,2022-08-16,150.45,135.41,10.0,15.87,0.1,2022-11-21,395.68,163.0,9.15,184.07,18.41,-4.08,blowoff_half,13.9,
NSE:NH,A,2022-08-19,5.15,0.6,7.76,2022-08-22,713.26,675.61,5.28,12.05,0.05,2023-03-27,739.59,3.69,1.35,14.27,2.7,-6.12,trail,31.0,
NSE:GUJALKALI,A,2022-08-19,12.63,0.66,20.43,2022-08-22,804.81,724.33,10.0,17.44,0.12,2022-11-21,712.45,-11.48,-1.15,12.68,1.27,-12.4,stop,13.0,
NSE:CENTURYPLY,A,2022-08-19,6.52,0.62,10.55,2022-08-22,655.9,616.69,5.98,9.57,0.05,2022-10-17,604.05,-7.91,-1.32,7.81,1.31,-8.26,stop,8.0,
