tv_symbol,grade,signal_week,sig_ctl_pct,sig_body_frac,sig_range_pct,entry_date,entry,stop,risk_pct,ext_vs_sma,crs_rank,exit_date,exit_px,pct_move,R,mfe_pct,mfe_R,mae_pct,reason,weeks_held,split_flag
NSE:GREENPLY,A,2017-01-27,9.88,0.53,12.75,2017-01-30,263.12,237.12,9.88,9.11,0.03,2017-12-18,330.06,25.44,2.29,27.29,2.76,-6.05,blowoff_half,46.0,
NSE:RELCAPITAL,A,2017-02-03,9.48,0.51,11.84,2017-02-06,414.68,373.21,10.0,9.83,0.04,2017-04-10,513.12,23.74,2.19,27.36,2.74,-4.78,blowoff_half,9.0,
NSE:MANPASAND,A,2017-02-10,6.54,0.71,7.61,2017-02-13,348.14,326.76,6.14,11.16,0.05,2017-06-05,388.43,11.57,1.94,26.86,4.37,-3.82,blowoff_half,16.0,
NSE:AVANTIFEED,A,2017-02-17,5.38,0.59,8.53,2017-02-20,177.73,168.18,5.37,12.5,0.06,2017-07-17,476.71,168.22,16.66,180.4,33.57,-0.34,blowoff_half,21.0,
NSE:GAYAPROJ,A,2017-03-31,6.92,0.57,11.08,2017-04-03,138.2,127.75,7.56,11.0,0.02,2017-05-15,153.83,11.31,1.5,19.83,2.62,-3.09,blowoff,6.0,
NSE:LAXMIMACH,A,2017-03-31,4.62,0.7,5.44,2017-04-03,4067.71,3878.62,4.65,8.41,0.0,2017-06-19,5003.25,23.0,3.47,26.86,5.78,-0.57,blowoff_half,11.0,
NSE:EROSMEDIA,A,2017-05-26,8.85,0.03,12.56,2017-05-29,217.5,205.0,5.75,5.86,0.01,2017-07-03,217.45,-0.02,1.0,18.41,3.2,-5.17,trail,5.0,
NSE:HCC,A,2017-06-02,11.21,0.13,18.56,2017-06-05,39.03,35.12,10.02,14.29,0.0,2017-07-03,35.17,-9.89,-0.99,1.72,0.17,-11.5,stop,4.0,
NSE:RELCAPITAL,A,2017-06-09,6.69,0.6,8.55,2017-06-12,492.13,461.96,6.13,10.64,0.01,2017-08-14,638.03,29.65,3.42,39.94,6.51,-0.65,blowoff_half,9.0,
NSE:THYROCARE,B,2017-06-16,5.6,0.56,6.53,2017-06-20,200.36,190.62,4.86,9.83,0.0,2017-08-14,194.09,-3.13,-0.64,17.71,3.64,-7.46,stop,7.9,
NSE:GAYAPROJ,A,2017-08-24,11.51,0.63,14.1,2017-08-28,163.66,148.17,9.46,17.84,0.1,2018-01-08,207.21,26.61,2.41,38.71,4.09,-0.0,blowoff_half,19.0,
NSE:RUPA,A,2017-09-29,9.26,0.22,15.54,2017-10-03,391.42,352.28,10.0,16.96,0.08,2018-03-26,326.9,-16.48,-1.65,19.01,1.9,-18.28,stop,24.9,
NSE:QUESS,A,2017-09-29,5.35,0.32,6.17,2017-10-03,742.95,703.18,5.35,7.51,0.01,2018-01-08,1004.44,35.2,4.29,42.95,8.02,-4.89,blowoff_half,13.9,
NSE:DCAL,B,2017-09-29,13.81,0.34,16.03,2017-10-05,327.64,294.87,10.0,18.71,0.15,2017-10-16,296.42,-9.53,-0.95,4.88,0.49,-11.59,stop,1.6,
NSE:JETAIRWAYS,B,2017-11-03,15.77,0.96,19.6,2017-11-08,599.0,539.1,10.0,18.35,0.1,2018-01-22,793.0,32.39,2.62,47.49,4.75,-0.83,trail,10.7,
NSE:COFFEEDAY,A,2017-12-01,14.07,0.68,23.91,2017-12-04,265.5,238.95,10.0,11.57,0.07,2018-01-29,344.0,29.57,2.48,41.21,4.12,-11.49,blowoff_half,8.0,
NSE:SUVEN,A,2017-12-08,3.72,0.12,6.47,2017-12-11,6.74,6.49,3.71,7.82,0.02,2017-12-18,6.39,-5.19,-1.37,2.06,0.55,-7.56,stop,1.0,
NSE:MANPASAND,A,2017-12-22,20.21,0.36,30.39,2017-12-26,438.24,394.42,10.0,10.31,0.02,2018-02-05,363.54,-17.05,-1.7,13.39,1.34,-18.65,stop,5.9,
NSE:SUVEN,A,2017-12-29,6.07,0.89,7.3,2018-01-01,7.02,6.6,5.98,11.63,0.04,2018-03-12,7.21,2.71,1.24,23.49,3.93,-10.38,trail,10.0,
NSE:DCAL,A,2018-01-05,7.95,0.5,9.14,2018-01-08,334.88,313.0,6.53,11.03,0.04,2018-02-12,344.62,2.91,1.22,18.24,2.79,-4.5,trail,5.0,
NSE:EROSMEDIA,B,2018-01-05,17.85,0.93,22.69,2018-01-11,237.75,213.97,10.0,8.35,0.04,2018-01-29,211.9,-10.87,-1.09,9.3,0.93,-13.35,stop,2.6,
NSE:GULFOILLUB,B,2018-02-09,22.77,0.86,30.31,2018-02-16,807.61,726.84,10.0,18.88,0.22,2018-04-23,712.37,-11.79,-1.18,4.14,0.41,-13.18,stop,9.4,
NSE:PCJEWELLER,A,2018-02-16,20.67,0.06,31.99,2018-02-19,37.76,33.98,10.01,11.61,0.05,2018-02-26,33.79,-10.51,-1.05,1.99,0.2,-16.22,stop,1.0,
NSE:EVEREADY,A,2018-02-16,5.63,0.11,10.69,2018-02-19,389.99,365.79,6.21,11.62,0.06,2018-03-26,359.37,-7.85,-1.26,5.85,0.94,-10.86,stop,5.0,
NSE:OBEROIRLTY,A,2018-02-16,4.47,0.57,8.04,2018-02-19,467.68,444.0,5.06,12.54,0.08,2018-03-26,457.39,-2.2,-0.43,19.17,3.79,-4.25,wk20,5.0,
NSE:GSKCONS,A,2018-02-16,8.96,0.46,12.34,2018-02-19,6535.7,5950.0,8.96,16.12,0.12,2018-05-07,5949.2,-8.97,-1.0,6.19,0.69,-12.4,stop,11.0,
NSE:TATACHEM,A,2018-02-16,3.12,0.47,4.47,2018-02-19,250.19,241.59,3.44,9.67,0.05,2018-03-12,240.32,-3.95,-1.15,0.05,0.01,-7.5,stop,3.0,
NSE:VEDL,A,2018-02-23,7.04,0.63,8.48,2018-02-26,121.53,112.47,7.45,15.18,0.09,2018-03-12,110.39,-9.17,-1.23,1.65,0.22,-11.06,stop,2.0,
NSE:SPARC,A,2018-02-23,10.87,0.41,20.04,2018-02-26,454.7,409.23,10.0,17.8,0.13,2018-03-12,408.2,-10.23,-1.02,0.02,0.0,-11.81,stop,2.0,
NSE:TAKE,A,2018-02-23,5.14,0.26,7.43,2018-02-26,168.19,159.96,4.89,11.89,0.07,2018-03-26,151.93,-9.67,-1.98,2.85,0.58,-13.51,stop,4.0,
NSE:COROMANDEL,A,2018-02-23,9.3,0.45,11.78,2018-02-26,496.93,452.37,8.97,17.48,0.12,2018-04-30,439.04,-11.65,-1.3,5.21,0.58,-16.2,stop,9.0,
NSE:DLF,A,2018-02-23,3.06,0.03,4.24,2018-02-26,212.69,204.22,3.98,11.0,0.06,2018-03-12,201.18,-5.41,-1.36,1.19,0.3,-7.72,stop,2.0,
NSE:NAUKRI,A,2018-03-01,8.9,0.71,11.18,2018-03-05,250.45,230.34,8.03,15.4,0.11,2018-04-02,228.72,-8.68,-1.08,1.4,0.17,-10.06,stop,4.0,
NSE:SUDARSCHEM,A,2018-03-01,6.65,0.74,7.66,2018-03-05,409.0,383.78,6.17,12.82,0.1,2018-05-14,501.44,22.6,2.83,44.88,7.28,-7.72,trail,10.0,
NSE:CENTURYPLY,A,2018-03-01,6.43,0.56,8.99,2018-03-05,322.85,302.08,6.43,13.99,0.1,2018-03-26,297.85,-7.74,-1.2,1.6,0.25,-8.36,stop,3.0,
NSE:FLFL,B,2018-03-01,13.06,0.84,17.22,2018-03-06,406.49,365.84,10.0,18.63,0.16,2018-10-29,356.19,-12.37,-1.24,17.89,1.79,-12.37,stop,33.9,
NSE:BLUESTARCO,A,2018-03-09,4.46,0.56,7.58,2018-03-12,370.34,352.77,4.74,10.27,0.08,2018-03-26,346.73,-6.38,-1.34,0.88,0.18,-7.87,stop,2.0,
NSE:THOMASCOOK,A,2018-03-09,6.45,0.56,9.42,2018-03-12,93.28,86.53,7.24,11.31,0.09,2018-10-01,80.11,-14.12,-1.95,15.67,2.17,-24.42,stop,29.0,
NSE:TRENT,A,2018-03-09,6.89,0.52,11.26,2018-03-12,329.54,306.82,6.89,12.69,0.11,2018-07-02,300.83,-8.71,-1.26,13.05,1.89,-11.47,stop,16.0,
NSE:IBVENTURES,A,2018-03-09,9.63,0.21,12.05,2018-03-12,263.45,237.1,10.0,14.33,0.09,2018-05-14,470.0,78.4,4.92,106.49,10.65,-9.05,blowoff_half,9.0,
NSE:QUESS,A,2018-03-16,3.97,0.69,5.96,2018-03-19,922.58,879.92,4.62,12.03,0.11,2018-05-14,1046.13,13.39,2.45,20.33,4.4,-3.66,blowoff_half,8.0,
NSE:FRETAIL,A,2018-03-16,9.13,0.66,14.56,2018-03-19,548.0,498.0,9.12,14.2,0.11,2018-10-01,464.8,-15.18,-1.66,16.39,1.8,-19.98,stop,28.0,
NSE:JAICORPLTD,A,2018-03-16,16.3,0.52,25.2,2018-03-19,137.22,123.5,10.0,17.55,0.14,2018-03-26,118.82,-13.41,-1.34,0.2,0.02,-13.91,stop,1.0,
NSE:SYNGENE,A,2018-03-23,5.31,0.34,6.92,2018-03-26,278.8,264.44,5.15,9.27,0.11,2018-04-30,307.42,10.27,2.0,23.89,4.64,-0.87,blowoff_half,5.0,
NSE:GODREJCP,A,2018-03-23,4.78,0.61,5.34,2018-03-26,678.07,645.09,4.86,12.08,0.14,2018-07-23,805.42,18.78,2.93,24.2,4.98,-3.0,blowoff_half,17.0,
NSE:VIPIND,A,2018-03-23,8.26,0.26,10.73,2018-03-26,304.13,277.5,8.76,15.29,0.14,2018-05-21,383.15,25.98,2.48,40.16,4.59,-0.84,trail,8.0,
NSE:BLISSGVS,A,2018-03-23,3.22,0.24,6.61,2018-03-26,189.23,183.69,2.93,9.35,0.12,2018-05-21,178.72,-5.55,-1.9,8.92,3.05,-9.04,stop,8.0,
NSE:NETWORK18,A,2018-03-28,9.27,0.55,15.29,2018-04-02,60.4,54.36,10.0,15.59,0.15,2018-04-30,54.5,-9.77,-0.98,3.89,0.39,-12.67,stop,4.0,
NSE:AARTIIND,A,2018-03-28,9.23,0.81,10.85,2018-04-02,271.89,246.12,9.48,16.85,0.17,2018-09-24,308.3,13.39,1.71,25.65,2.71,-0.73,trail,25.0,
NSE:PAGEIND,A,2018-03-28,9.71,0.86,11.81,2018-04-02,20371.32,18668.51,8.36,12.66,0.13,2018-07-16,26059.69,27.92,2.67,32.97,3.94,-2.16,blowoff_half,15.0,
NSE:OBEROIRLTY,A,2018-03-28,7.82,0.87,9.49,2018-04-02,497.32,456.37,8.23,15.68,0.15,2018-07-09,449.06,-9.7,-1.18,19.01,2.31,-11.47,stop,14.0,
NSE:INDIGO,A,2018-04-06,12.1,0.94,14.71,2018-04-09,1433.67,1290.3,10.0,19.68,0.19,2018-05-07,1168.94,-18.47,-1.85,4.83,0.48,-25.69,stop,4.0,
NSE:JAICORPLTD,B,2018-04-06,15.55,0.84,21.96,2018-04-13,144.0,129.6,10.0,19.48,0.18,2018-05-21,123.56,-14.19,-1.42,10.06,1.01,-17.13,stop,5.4,
NSE:BAJAJCORP,A,2018-04-13,6.34,0.62,10.87,2018-04-16,409.09,385.68,5.72,11.14,0.08,2018-04-30,416.51,1.81,0.32,5.15,0.9,-6.8,stop,2.0,
NSE:TATASPONGE,A,2018-04-13,12.22,0.55,24.96,2018-04-16,1121.0,1008.9,10.0,19.6,0.17,2018-07-02,962.15,-14.17,-1.42,5.26,0.53,-16.15,stop,11.0,
NSE:HCLTECH,A,2018-04-13,4.81,0.48,8.1,2018-04-16,380.49,366.71,3.62,8.92,0.07,2018-04-30,407.66,7.14,1.99,13.18,3.64,-0.3,blowoff_half,2.0,
NSE:JINDALSAW,A,2018-04-13,5.25,0.49,9.47,2018-04-16,56.04,53.67,4.23,11.15,0.07,2018-04-30,53.0,-5.42,-1.28,5.73,1.35,-7.69,stop,2.0,
NSE:BBTC,A,2018-04-20,18.76,0.8,25.64,2018-04-23,1494.38,1344.94,10.0,17.19,0.11,2018-09-17,1667.06,11.56,1.58,38.06,3.81,-9.85,trail,21.0,
NSE:UBL,A,2018-04-20,9.36,0.82,10.77,2018-04-23,1097.23,994.22,9.39,17.53,0.13,2018-08-27,1362.78,24.2,2.29,29.61,3.15,-8.53,blowoff_half,18.0,
NSE:PARAGMILK,A,2018-04-20,17.6,0.91,23.58,2018-04-23,291.01,261.91,10.0,14.59,0.1,2018-07-23,274.41,-5.7,-0.57,23.81,2.38,-7.05,wk20,13.0,
NSE:SUVEN,A,2018-04-20,10.05,0.86,12.84,2018-04-23,7.77,7.06,9.14,16.05,0.13,2018-09-24,11.07,42.47,3.32,76.62,8.39,-7.61,trail,22.0,
NSE:PHOENIXLTD,B,2018-04-20,10.73,0.81,13.67,2018-04-24,298.83,278.19,6.91,10.39,0.1,2018-06-04,332.25,11.18,1.81,20.4,2.95,-2.75,blowoff_half,5.9,
NSE:RELIANCE,A,2018-04-27,6.81,0.8,8.89,2018-04-30,431.78,408.26,5.45,12.01,0.08,2018-05-28,406.68,-5.81,-1.07,1.83,0.34,-7.42,stop,4.0,
NSE:DHFL,A,2018-04-27,9.06,0.74,11.09,2018-04-30,639.3,577.0,9.75,17.02,0.1,2018-09-24,385.6,-39.68,-4.07,8.17,0.84,-57.02,stop,21.0,
NSE:GNFC,A,2018-04-27,8.39,0.11,14.26,2018-04-30,363.24,332.51,8.46,14.0,0.07,2018-07-02,321.73,-11.43,-1.35,11.36,1.34,-14.27,stop,9.0,
NSE:PERSISTENT,A,2018-04-27,8.07,0.62,9.58,2018-04-30,359.15,327.78,8.73,13.11,0.08,2018-10-15,319.66,-11.0,-1.26,17.59,2.01,-13.89,stop,24.0,
NSE:EDELWEISS,A,2018-05-04,7.33,0.26,10.3,2018-05-07,135.98,125.12,7.99,12.25,0.05,2018-09-10,121.09,-10.95,-1.37,16.12,2.02,-15.63,stop,18.0,
NSE:PGHH,A,2018-05-04,3.38,0.73,3.9,2018-05-07,8736.07,8420.42,3.61,9.27,0.05,2018-05-14,8216.7,-5.95,-1.64,0.17,0.05,-10.05,stop,1.0,
NSE:GRINDWELL,A,2018-05-04,5.16,0.52,9.62,2018-05-07,486.21,461.51,5.08,9.44,0.05,2018-06-11,465.23,-4.32,-0.85,12.68,2.5,-7.17,stop,5.0,
NSE:HDFCBANK,A,2018-05-04,3.0,0.96,3.17,2018-05-07,454.83,442.7,2.67,7.53,0.04,2018-08-20,479.3,5.38,2.01,12.74,4.78,-1.36,trail,15.0,
NSE:THERMAX,A,2018-05-11,5.37,0.64,7.14,2018-05-14,1128.85,1065.74,5.59,10.2,0.04,2018-06-04,1071.21,-5.11,-0.91,1.95,0.35,-7.79,stop,3.0,
NSE:ELGIEQUIP,A,2018-05-11,14.66,0.28,19.21,2018-05-14,140.86,126.77,10.0,10.82,0.05,2018-10-01,118.65,-15.77,-1.58,8.22,0.82,-18.86,stop,20.0,
NSE:SANOFI,A,2018-05-11,3.27,0.39,4.7,2018-05-14,3553.32,3424.14,3.64,9.46,0.03,2018-07-23,3990.8,12.31,2.69,13.63,3.75,-4.56,blowoff_half,10.0,
NSE:BAJFINANCE,A,2018-05-18,14.27,0.87,17.84,2018-05-21,205.7,185.13,10.0,19.24,0.17,2018-09-03,279.26,35.76,2.79,41.13,4.11,-3.3,blowoff_half,15.0,
NSE:BAJAJFINSV,A,2018-05-18,7.82,0.71,10.26,2018-05-21,571.05,525.95,7.9,10.24,0.07,2018-08-06,695.72,21.83,2.38,25.11,3.18,-1.99,blowoff_half,11.0,
NSE:SUDARSCHEM,A,2018-05-25,15.34,0.38,23.21,2018-05-28,460.35,414.32,10.0,17.59,0.15,2018-06-25,408.06,-11.36,-1.14,3.0,0.3,-14.39,stop,4.0,
NSE:SHRIRAMFIN,B,2018-05-25,7.54,0.72,8.64,2018-05-31,255.1,239.75,6.02,13.62,0.1,2018-07-02,226.68,-11.14,-1.85,3.8,0.63,-13.62,stop,4.6,
NSE:SHOPERSTOP,A,2018-06-01,5.08,0.45,9.24,2018-06-04,537.94,510.61,5.08,10.98,0.04,2018-07-23,488.68,-9.16,-1.8,3.53,0.69,-16.4,stop,7.0,
NSE:COALINDIA,A,2018-06-01,6.16,0.65,9.75,2018-06-04,154.01,144.26,6.33,11.12,0.06,2018-06-25,137.74,-10.56,-1.67,0.9,0.14,-12.8,stop,3.0,
NSE:TORNTPOWER,A,2018-06-01,14.31,0.83,20.17,2018-06-04,217.58,195.82,10.0,8.52,0.03,2018-07-02,186.37,-14.34,-1.44,0.79,0.08,-18.31,stop,4.0,
NSE:ZYDUSWELL,A,2018-06-08,10.12,0.34,12.68,2018-06-11,244.05,219.64,10.0,18.61,0.13,2018-09-10,338.58,38.73,2.94,58.78,5.88,-0.85,blowoff_half,13.0,
NSE:UNOMINDA,B,2018-06-08,13.32,0.1,16.64,2018-06-13,207.2,186.48,10.0,19.98,0.13,2018-09-24,183.18,-11.59,-1.16,8.21,0.82,-15.54,stop,14.7,
NSE:HFCL,A,2018-06-15,11.88,0.66,16.72,2018-06-18,32.27,29.05,9.98,18.3,0.12,2018-07-02,28.54,-11.56,-1.16,7.32,0.73,-17.5,stop,2.0,
NSE:3MINDIA,A,2018-06-15,3.98,0.77,5.21,2018-06-18,18229.81,17465.25,4.19,10.99,0.05,2018-09-10,23596.66,29.44,4.51,35.87,8.55,-3.33,blowoff_half,12.0,
NSE:BATAINDIA,A,2018-06-22,6.15,0.75,8.77,2018-06-25,773.26,724.47,6.31,11.72,0.07,2018-09-24,909.62,17.63,2.4,34.75,5.51,-1.8,trail,13.0,
NSE:IPCALAB,A,2018-06-29,9.38,0.6,10.95,2018-07-02,340.3,308.7,9.29,15.59,0.11,2019-03-18,435.23,27.9,2.5,34.93,3.76,-14.05,blowoff_half,37.0,
NSE:QUESS,A,2018-06-29,7.55,0.65,8.91,2018-07-02,1015.02,937.69,7.62,13.63,0.09,2018-08-06,879.88,-13.31,-1.75,0.21,0.03,-15.41,stop,5.0,
NSE:PHOENIXLTD,A,2018-06-29,6.84,0.58,7.89,2018-07-02,329.28,305.22,7.31,13.82,0.09,2018-08-27,298.83,-9.25,-1.27,2.12,0.29,-11.64,stop,8.0,
NSE:LTTS,A,2018-07-06,7.02,0.6,7.97,2018-07-09,1157.45,1073.51,7.25,14.9,0.08,2018-09-10,1596.2,37.91,3.61,45.52,6.28,-2.62,blowoff_half,9.0,
NSE:BALKRISIND,A,2018-07-06,12.86,0.84,17.15,2018-07-09,1124.53,1012.07,10.0,12.46,0.06,2018-09-24,1021.45,-9.17,-0.92,20.16,2.02,-17.33,stop,11.0,
NSE:RELIANCE,A,2018-07-13,10.57,0.9,12.76,2018-07-16,486.81,438.13,10.0,19.32,0.13,2019-03-25,588.97,20.99,2.05,26.21,2.62,-7.58,blowoff_half,36.0,
NSE:ESCORTS,A,2018-07-13,4.02,0.52,4.91,2018-07-16,871.01,836.67,3.94,11.02,0.04,2018-07-23,813.69,-6.58,-1.67,1.22,0.31,-8.89,stop,1.0,
NSE:MRF,A,2018-07-13,2.55,0.51,4.1,2018-07-16,76141.54,74201.94,2.55,8.4,0.02,2018-08-13,73652.12,-3.27,-1.28,5.36,2.1,-5.01,stop,4.0,
NSE:BAJAJELEC,A,2018-07-13,5.48,0.46,10.5,2018-07-16,490.87,463.98,5.48,8.34,0.01,2018-08-20,492.68,0.37,0.07,19.45,3.55,-6.42,wk20,5.0,
NSE:SONATSOFTW,B,2018-07-13,19.78,0.78,25.92,2018-07-17,94.93,85.43,10.01,15.49,0.13,2018-10-08,95.43,0.53,1.03,37.39,3.74,-3.68,trail,11.9,
NSE:HONAUT,A,2018-07-20,4.42,0.55,6.3,2018-07-23,19035.68,18013.37,5.37,10.46,0.04,2018-08-27,21771.63,14.37,2.34,25.39,4.73,-0.36,blowoff_half,5.0,
NSE:CYIENT,A,2018-07-20,4.51,0.03,6.31,2018-07-23,575.92,551.37,4.26,10.21,0.04,2018-09-24,578.79,0.5,1.06,16.99,3.98,-7.78,trail,9.0,
NSE:INFIBEAM,A,2018-07-27,10.39,0.56,14.46,2018-07-30,45.5,41.06,9.76,16.03,0.07,2018-09-24,48.85,7.36,1.38,33.35,3.42,-22.55,trail,8.0,
NSE:ENDURANCE,A,2018-08-03,9.11,0.6,13.56,2018-08-06,1415.51,1285.66,9.17,17.0,0.08,2018-10-01,1233.07,-12.89,-1.4,7.84,0.85,-13.7,stop,8.0,
NSE:BOMDYEING,B,2018-08-03,15.12,0.87,18.52,2018-08-07,264.62,238.16,10.0,13.17,0.06,2018-09-24,199.12,-24.75,-2.48,4.21,0.42,-24.75,stop,6.9,
NSE:SOLARINDS,B,2018-08-03,10.23,0.82,13.04,2018-08-07,1245.62,1125.62,9.63,16.4,0.08,2018-09-17,1073.98,-13.78,-1.43,1.76,0.18,-14.0,stop,5.9,
NSE:ATUL,A,2018-08-10,6.78,0.42,10.6,2018-08-13,2996.79,2794.37,6.75,14.32,0.05,2019-03-11,3212.93,7.21,1.53,18.54,2.75,-8.05,trail,30.0,
NSE:STRTECH,A,2018-08-10,8.32,0.51,12.83,2018-08-13,338.19,313.28,7.37,14.02,0.05,2018-09-24,307.58,-9.05,-1.23,4.22,0.57,-16.04,stop,6.0,
NSE:GAIL,A,2018-08-17,6.37,0.65,10.03,2018-08-20,93.12,86.65,6.95,12.68,0.04,2018-10-08,79.1,-15.06,-2.17,1.54,0.22,-24.01,stop,7.0,
NSE:LALPATHLAB,A,2018-08-17,12.34,0.78,17.29,2018-08-20,491.99,442.79,10.0,18.0,0.08,2018-09-24,438.55,-10.86,-1.09,7.68,0.77,-13.53,stop,5.0,
NSE:GSKCONS,B,2018-08-24,10.9,0.8,14.98,2018-08-28,7530.2,6777.18,10.0,19.21,0.09,2018-10-08,6560.0,-12.88,-1.29,4.25,0.42,-16.2,stop,5.9,
NSE:JUSTDIAL,A,2018-08-31,2.19,0.02,3.76,2018-09-03,562.4,546.2,2.88,10.16,0.0,2018-09-10,534.0,-5.05,-1.75,0.36,0.13,-8.36,stop,1.0,
NSE:SHOPERSTOP,A,2018-08-31,10.84,0.48,20.29,2018-09-03,595.35,535.81,10.0,14.54,0.04,2018-10-01,498.32,-16.3,-1.63,9.43,0.94,-23.47,stop,4.0,
NSE:JYOTHYLAB,A,2018-08-31,8.17,0.74,12.0,2018-09-03,193.48,177.14,8.45,11.43,0.01,2018-09-24,177.22,-8.4,-1.0,0.52,0.06,-14.93,stop,3.0,
NSE:AUBANK,A,2018-08-31,4.8,0.78,6.46,2018-09-03,364.57,347.77,4.61,10.94,0.01,2018-09-10,342.95,-5.93,-1.29,0.31,0.07,-8.67,stop,1.0,
NSE:BIOCON,A,2018-09-07,10.91,0.4,14.65,2018-09-10,326.55,293.89,10.0,13.4,0.02,2019-05-06,270.72,-17.1,-1.71,8.62,0.86,-18.28,stop,34.0,
NSE:PRAJIND,A,2018-09-14,17.36,0.61,26.63,2018-09-17,97.73,87.96,10.0,18.28,0.11,2018-10-01,78.86,-19.31,-1.93,10.97,1.1,-24.15,stop,2.0,
NSE:ASIANPAINT,A,2018-09-14,4.04,0.34,4.42,2018-09-17,1241.95,1195.31,3.76,8.44,0.01,2018-10-08,1129.94,-9.02,-2.4,0.14,0.04,-10.38,stop,3.0,
NSE:OFSS,A,2018-09-14,3.17,0.46,5.39,2018-09-17,2987.58,2894.83,3.1,9.64,0.02,2018-09-24,2840.42,-4.93,-1.59,9.61,3.1,-6.85,stop,1.0,
NSE:M&M,A,2018-09-21,9.37,0.11,12.26,2018-09-24,894.7,815.06,8.9,15.71,0.11,2018-10-01,806.16,-9.9,-1.11,0.33,0.04,-12.09,stop,1.0,
NSE:SYNGENE,A,2018-09-21,5.18,0.46,8.06,2018-09-24,316.33,300.96,4.86,8.31,0.04,2018-10-01,298.98,-5.48,-1.13,0.03,0.01,-9.37,stop,1.0,
NSE:AIAENG,A,2018-09-21,8.02,0.16,10.97,2018-09-24,1705.89,1576.13,7.61,14.87,0.12,2018-10-15,1480.67,-13.2,-1.74,1.18,0.15,-18.36,stop,3.0,
NSE:LALPATHLAB,A,2018-09-28,6.0,0.3,10.99,2018-10-01,449.83,425.44,5.42,5.19,0.04,2018-10-29,412.46,-8.31,-1.53,5.7,1.05,-10.64,stop,4.0,
NSE:AXISBANK,A,2018-09-28,4.14,0.37,6.21,2018-10-01,611.78,584.68,4.43,10.81,0.09,2018-10-08,566.93,-7.33,-1.66,0.39,0.09,-11.22,stop,1.0,
NSE:CYIENT,A,2018-09-28,6.04,0.77,7.68,2018-10-01,616.53,575.67,6.63,10.19,0.06,2018-10-15,542.78,-11.96,-1.8,4.01,0.6,-17.31,stop,2.0,
NSE:INDHOTEL,B,2018-09-28,9.97,0.52,12.41,2018-10-03,121.22,116.27,4.08,-2.73,0.01,2018-10-22,116.03,-4.28,-1.05,0.35,0.09,-14.94,stop,2.7,
NSE:HAVELLS,A,2018-10-05,6.8,0.05,12.42,2018-10-08,561.41,526.41,6.23,4.77,0.1,2018-12-24,652.56,16.24,2.3,21.46,3.44,-6.96,blowoff_half,11.0,
NSE:VBL,A,2018-10-05,4.26,0.57,5.59,2018-10-08,42.9,41.45,3.38,6.52,0.1,2018-12-17,41.31,-3.71,0.45,14.2,4.2,-7.72,stop_half,10.0,
NSE:PRAJIND,A,2018-10-05,16.02,0.61,20.78,2018-10-08,88.27,79.44,10.0,7.26,0.14,2019-01-21,126.1,42.86,3.14,68.17,6.81,-1.02,blowoff_half,15.0,
NSE:NAUKRI,A,2018-10-05,8.56,0.01,11.78,2018-10-08,280.16,255.35,8.86,8.86,0.13,2019-04-01,360.01,28.5,2.61,34.57,3.9,-8.6,blowoff_half,25.0,
NSE:ABFRL,A,2018-10-12,9.75,0.23,14.68,2018-10-15,184.23,165.81,10.0,16.77,0.21,2019-04-30,207.49,12.63,1.63,26.75,2.68,-9.58,trail,28.1,
NSE:SUNPHARMA,A,2018-10-19,3.82,0.64,4.32,2018-10-22,567.32,544.98,3.94,9.49,0.15,2018-10-29,515.12,-9.2,-2.34,1.0,0.25,-9.94,stop,1.0,
NSE:GSKCONS,A,2018-10-19,3.72,0.2,4.67,2018-10-22,7100.0,6801.1,4.21,8.12,0.12,2019-01-21,7200.2,1.41,1.17,11.94,2.84,-4.21,trail,13.0,
NSE:APLLTD,A,2018-10-19,5.32,0.49,7.07,2018-10-22,561.31,525.43,6.39,13.38,0.17,2018-10-29,515.75,-8.12,-1.27,1.32,0.21,-11.35,stop,1.0,
NSE:COFORGE,B,2018-10-19,15.2,0.76,20.48,2018-10-23,222.17,199.95,10.0,18.09,0.23,2018-11-26,193.59,-12.86,-1.29,6.37,0.64,-14.54,stop,4.9,
NSE:INTELLECT,A,2018-10-26,16.19,0.56,22.34,2018-10-29,227.15,204.44,10.0,14.54,0.21,2019-01-28,206.06,-9.28,-0.93,21.63,2.16,-18.46,stop,13.0,
NSE:PAGEIND,A,2018-10-26,6.45,0.2,7.7,2018-10-29,26637.6,25158.99,5.55,10.38,0.19,2018-11-19,23440.86,-12.0,-2.16,4.64,0.84,-14.54,stop,3.0,
NSE:PFIZER,B,2018-10-26,8.12,0.44,10.07,2018-10-30,2443.06,2342.43,4.12,10.95,0.22,2019-01-21,2313.8,-5.29,-1.28,5.11,1.24,-6.75,stop,11.9,
NSE:VMART,A,2018-11-02,24.38,0.92,32.93,2018-11-05,659.43,593.49,10.0,18.66,0.24,2018-11-12,550.62,-16.5,-1.65,3.0,0.3,-16.5,stop,1.0,
NSE:STRTECH,A,2018-11-02,8.13,0.46,16.22,2018-11-05,352.81,324.6,8.0,13.02,0.16,2018-11-26,323.19,-8.4,-1.05,4.14,0.52,-11.23,stop,3.0,
